,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
14613,17.935,569.42444,DG 31:4,[M+Na]+,found in higher mz's MsMs_33341; found in higher mz's MsMs_15678,0.412,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.1,46.1,75,100,4.83,SXY_FDUhhuang_191_pos,569.42291:28904 570.42626:13364 571.42962:3276,147.11349:35 157.10207:81 211.20665:35 219.17444:81 251.1517:81 305.19168:35 307.19968:121 312.30301:81 363.23819:40 363.27026:342 455.28378:35 501.46622:40 569.43231:1853 569.47253:197 569.56958:425,295018,47699,521031,90510,1220853,247623,295097,195214,11459,298726,240555,261009,262633,248537,312612,228372,777931,326757.5922,288534.0537
14614,15.894,569.42657,DG 31:4,[M+Na]+,found in higher mz's MsMs_29349; found in higher mz's MsMs_29287; found in higher mz's MsMs_29182; found in higher mz's MsMs_29178; found in higher mz's MsMs_29080; found in higher mz's MsMs_29227; found in higher mz's MsMs_14630; found in higher mz's MsMs_29381,0.412,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,98,99.4,52.7,75,100,28.26,SXY_FDUhhuang_270_pos,569.42487:291012 570.42822:130149 571.43158:14872,102.12611:81 107.08723:81 115.04875:40 125.04336:35 129.06912:121 135.13112:81 141.06052:81 141.06885:121 142.07869:430 157.09177:116 157.10056:4616 163.11238:403 163.13029:81 203.13615:81 209.09341:121 219.18028:2203 221.09306:81 233.11682:81 236.11644:479 237.12634:162 249.12088:162 251.14651:869 277.15082:81 291.17044:40 305.18784:40 306.18607:81 307.20316:2953 363.26544:8356 455.28638:40 513.36249:201 513.38159:161 567.58429:40 569.43066:23882 569.62146:81,5730106,2952542,5104796,4271698,5376172,4317678,1095381,6188414,1753710,5531650,5786334,3932673,1505794,5320613,4248300,4351180,978601,4026214.261,1740332.003
14615,20.611,569.42731,DG 31:4,[M+Na]+,found in higher mz's MsMs_45022; found in higher mz's MsMs_14657,0.059,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,92.4,98.8,44.2,75,100,16.42,SXY_FDUhhuang_270_pos,569.42731:91048 570.43066:20393 571.43402:8093,102.13042:81 121.09688:81 157.09361:40 157.09712:121 218.49142:40 219.16586:81 279.07166:35 305.19043:35 307.20578:81 312.31656:81 355.29138:35 363.26297:371 445.29657:35 505.82904:81 513.35321:81 551.49438:81 569.42761:2190 569.49457:719 569.56488:81,308795,108766,273331,859476,547445,200302,3731272,341448,156788,362261,161655,243459,254773,372544,450355,399844,232869,529728.4715,843757.2142
14616,11.658,569.42737,DG 31:4,[M+Na]+,found in higher mz's MsMs_22347; found in higher mz's MsMs_14641,0.235,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,95.9,99.8,53.7,75,100,30.6,SXY_FDUhhuang_270_pos,569.42603:231206 570.42938:78943 571.43274:14098,105.07177:40 114.08635:40 115.06538:40 129.05965:40 141.06395:40 142.0721:121 150.13414:35 157.10068:1043 157.12001:80 161.09067:40 163.11249:81 219.16174:40 219.17004:503 219.19498:81 234.10973:40 251.13335:202 251.14224:559 272.20123:35 299.16727:35 307.19846:202 326.36932:40 338.33768:121 338.35059:121 353.31369:81 363.24432:39 363.2684:2995 504.18985:35 513.35968:202 513.38513:162 569.43109:8561,93811,71613,80748,2212606,105663,1105484,2125006,95440,803791,83671,6014784,90625,40026,2796282,301876,78687,37885,949294.0602,1583367.834
14617,10.055,569.42828,DG 31:4,[M+Na]+,found in higher mz's MsMs_23141; found in higher mz's MsMs_18504,0.118,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90.4,99.9,44.9,75,100,6.22,SXY_FDUhhuang_461_pos,569.42828:113989 570.43163:51956 571.43499:10697,102.12901:81 107.08583:35 121.09529:40 141.07382:40 150.97913:35 157.09872:614 163.11229:81 195.12695:40 217.19492:35 219.16965:202 219.19041:121 236.11613:40 250.12233:40 251.13504:121 307.20755:121 363.246:40 363.26471:1486 534.42035:81 551.40045:81 569.42249:2559 569.5296:81,611988,294710,521923,560207,1169094,731075,861921,649792,656732,633106,947994,284696,320210,788029,1040795,652701,407642,654859.7721,254280.8709
14618,9.28,569.42834,DG 31:4,[M+Na]+,found in higher mz's MsMs_25561; found in higher mz's MsMs_16776,0.294,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90,99.9,32.2,75,100,6.86,SXY_FDUhhuang_454_pos,569.42786:88990 570.43121:43595 571.43457:35945,103.0598:35 129.06445:40 141.07396:40 157.0936:40 157.09535:202 169.09116:81 219.16776:121 219.18645:162 221.093:35 224.24551:35 247.24228:35 251.13971:723 284.29337:2434 285.30188:2171 286.30032:2138 286.32642:79 298.30365:121 299.31241:321 307.19797:162 362.09756:40 363.26773:1319 511.35803:40 513.36169:121 569.44641:3959,166803,331078,709045,1247566,1325785,263821,882875,931624,355602,539796,1420962,415115,648649,860282,580930,1312722,665301,744585.5432,396849.0891
14619,22.017,569.42847,DG 31:4,[M+Na]+,found in higher mz's MsMs_32789; found in higher mz's MsMs_32731,0.176,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90.2,98.5,46.8,75,100,3.36,SXY_FDUhhuang_221_pos,569.42847:44304 570.43182:23959 571.43518:5251,157.09698:81 219.18228:81 249.12302:35 251.14198:121 295.26599:35 307.19815:40 307.20306:81 363.24664:40 363.25732:202 569.41046:40 569.4339:756 569.49414:120,237084,81938,356469,165788,468479,144453,361218,322180,126721,175389,92754,283076,266283,246728,119668,228636,236624,230205.1576,106393.4731
14620,20.695,569.42877,DG 31:4,[M+Na]+,found in higher mz's MsMs_45035; found in higher mz's MsMs_45026; found in higher mz's MsMs_45024; found in higher mz's MsMs_45022; found in higher mz's MsMs_45181,0.647,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,91,98.7,37.7,75,100,18.79,SXY_FDUhhuang_454_pos,569.42767:252008 570.43102:112987 571.43438:8990,102.13186:162 142.07867:162 157.09875:1908 163.1123:81 187.15045:35 209.09322:81 219.17798:161 236.10971:81 251.1373:161 307.2002:1134 313.27353:81 363.26477:3310 441.27557:35 509.47189:40 513.36127:121 524.52045:81 541.48083:81 551.49603:161 569.39911:113 569.43591:4064 569.56317:202,1891530,10685,2645812,715264,2674381,1904052,3935387,2515525,473421,1887055,816124,2366876,2269668,3040313,4327030,2815496,2148098,2143336.387,1153780.22
14621,9.772,569.42902,DG 31:4,[M+Na]+,adduct linked to 13289_[M+H]+; found in higher mz's MsMs_23163; found in higher mz's MsMs_21583; found in higher mz's MsMs_21276; found in higher mz's MsMs_21263; found in higher mz's MsMs_21110; found in higher mz's MsMs_25072; found in higher mz's MsMs_25886; found in higher mz's MsMs_24043,0.706,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,92.7,99.9,54,75,100,7.4,SXY_FDUhhuang_439_pos,569.42761:95216 570.43096:77140 571.43432:22164,157.09093:40 157.105:81 163.12766:81 213.10779:35 219.17317:121 251.13675:202 307.2023:202 363.24591:40 363.2673:1646 363.29672:80 513.34912:40 513.36182:121 569.32629:40 569.43341:4045,768081,429193,622419,595730,1035228,1032412,999153,907507,960158,762488,752184,407362,463687,1092975,1147434,741885,521613,778794.6599,243507.7908
14623,21.755,569.4295,DG 31:4,[M+Na]+,found in higher mz's MsMs_34321; found in higher mz's MsMs_36647; found in higher mz's MsMs_26401; found in higher mz's MsMs_37047; found in higher mz's MsMs_26420; found in higher mz's MsMs_26606,0.529,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90,98.6,54.2,75,100,3.55,SXY_FDUhhuang_439_pos,569.42889:35619 570.43224:14346 571.4356:4122,157.09937:121 186.94019:35 219.16438:162 231.1768:40 249.12387:40 251.13174:81 265.20679:35 307.19669:40 307.20407:162 307.21881:81 363.24243:40 363.26382:347 481.50763:35 509.50925:40 569.43549:1924 569.52582:81,304308,61464,410495,153164,496870,14451,391894,469486,113402,306232,109851,334696,379367,244283,70400,224250,330853,259733.3321,150336.7288
14625,13.023,569.42987,DG 31:4,[M+Na]+,found in higher mz's MsMs_22087; found in higher mz's MsMs_19412; found in higher mz's MsMs_22362; found in higher mz's MsMs_24185,0.412,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.5,99.7,54.9,75,100,9.64,SXY_FDUhhuang_221_pos,569.42578:95641 570.42913:31674 571.43249:7979,141.07895:40 146.78743:35 157.09891:263 163.10712:81 213.12111:35 219.17628:388 251.14003:121 256.25677:81 274.27432:40 274.2836:81 307.20587:162 316.31583:35 363.27109:686 523.41107:35 569.43115:2685,1467737,654632,1173423,971167,1911647,1453673,1608820,1642624,1215083,1399538,1896065,642611,942146,1694749,1559710,1162892,959571,1315064.114,392588.8324
14627,22.185,569.43011,DG 31:4,[M+Na]+,,0.529,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,91.1,98.5,42.2,75,100,4.47,SXY_FDUhhuang_221_pos,569.4278:74826 570.43115:27097 571.43451:3249,102.12585:40 157.09314:40 157.10017:918 163.10661:40 209.11118:40 219.17352:121 231.18192:40 249.12694:40 251.13925:121 306.2222:81 363.25125:40 363.2673:1501 509.45612:40 513.36774:162 513.41223:81 523.41589:35 564.06592:40 569.4361:2445 569.56665:121,177949,25105,566674,111232,610260,444301,552678,615000,10255,348008,554987,441173,591617,456877,141929,187831,358822,364393.9735,213418.5497
14628,13.625,569.43011,DG 31:4,[M+Na]+,found in higher mz's MsMs_30220; found in higher mz's MsMs_22241; found in higher mz's MsMs_22231; found in higher mz's MsMs_22168; found in higher mz's MsMs_20276; found in higher mz's MsMs_20266; found in higher mz's MsMs_27128; found in higher mz's MsMs_21153; found in higher mz's MsMs_20260; found in higher mz's MsMs_20212; found in higher mz's MsMs_21732; found in higher mz's MsMs_40858; found in higher mz's MsMs_34019; found in higher mz's MsMs_31293; found in higher mz's MsMs_20621; found in higher mz's MsMs_20258; found in higher mz's MsMs_30526,1,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,92.7,99.6,59.4,75,100,143.96,SXY_FDUhhuang_461_pos,569.42786:2224735 570.43121:1331935 571.43457:344556,102.12343:40 102.13052:121 105.06609:81 115.04738:81 117.06792:81 119.08309:81 128.05443:81 129.06923:461 141.06728:388 142.0771:2055 143.08383:81 145.0623:121 147.07648:81 155.08682:40 157.09886:10723 159.11325:81 161.1369:81 163.11063:3143 175.10878:81 183.06812:35 187.7998:81 195.07617:81 201.12772:81 203.13412:80 203.14412:566 205.11029:81 208.08844:81 209.09337:202 213.16389:81 219.17813:5271 220.69893:81 222.09744:345 223.11255:202 225.12234:35 231.1653:40 231.18022:162 234.10515:81 235.10214:121 236.11633:1489 237.13055:486 249.11409:80 249.12738:1352 250.13141:162 251.13747:5593 263.1355:81 277.15295:40 277.16229:121 288.25714:40 291.16061:40 291.17017:81 292.1788:202 293.194:81 298.29636:40 305.18265:162 306.18579:161 307.20779:6705 348.24225:81 362.10822:81 363.27036:20366 399.22195:35 457.29337:40 501.45822:40 513.34259:79 513.37115:2308 567.59998:201 567.6167:246 569.00122:81 569.43298:108255,19647396,13996657,17929376,14182071,23249710,19339228,20540270,21283838,13930249,25057696,24699950,10210697,11049048,23505262,20649170,18062216,13942600,18310319.65,4692542.927
14629,14.765,569.43036,DG 31:4,[M+Na]+,found in higher mz's MsMs_34299; found in higher mz's MsMs_32763; found in higher mz's MsMs_32423; found in higher mz's MsMs_35845; found in higher mz's MsMs_34105; found in higher mz's MsMs_32437; found in higher mz's MsMs_27056; found in higher mz's MsMs_27177; found in higher mz's MsMs_27127,0.529,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,93.2,99.5,23.2,75,100,12.67,SXY_FDUhhuang_472_pos,569.42584:124665 570.42919:67479 571.43255:13550,117.06635:35 142.07043:81 147.0816:35 163.12325:81 203.13631:40 203.1403:81 219.16798:3561 226.24799:35 235.10458:40 239.13977:35 251.13115:40 251.15338:162 284.28906:35 293.19449:121 299.10663:35 305.19052:162 307.19601:202 363.26306:333 363.30051:81 399.21439:40 455.32565:81 511.34341:161 511.37198:121 513.40424:81 569.37756:40 569.43451:1639,4117428,1088605,2400227,1869371,4334132,173949,2808785,2291708,2423694,2157928,312491,1295294,1932727,3767538,1929408,1552810,2073648,2148808.459,1159866.805
14630,15.858,569.43036,DG 31:4,[M+Na]+,found in higher mz's MsMs_29593; found in higher mz's MsMs_29500; found in higher mz's MsMs_29393; found in higher mz's MsMs_29287; found in higher mz's MsMs_29227; found in higher mz's MsMs_29178; found in higher mz's MsMs_29371; found in higher mz's MsMs_29080; found in higher mz's MsMs_29610; found in higher mz's MsMs_29357; found in higher mz's MsMs_29229; found in higher mz's MsMs_29082; found in higher mz's MsMs_29224; found in higher mz's MsMs_29873,0.706,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,61.3,75,100,30.41,SXY_FDUhhuang_430_pos,569.42346:455360 570.42681:92851 571.43017:19372,109.10621:40 115.05219:162 117.06367:40 129.06958:162 141.06767:81 142.07584:605 157.08876:39 157.10107:3257 163.09677:40 163.10931:202 191.09245:35 195.08853:81 201.16017:35 203.13675:121 209.09808:81 219.17467:2112 219.19336:119 222.1086:81 223.11116:121 231.16603:40 235.10719:121 236.11063:121 236.12357:121 241.20558:40 241.22737:121 249.12598:121 251.13829:1273 292.16061:40 293.25024:35 306.18927:121 307.20392:2586 363.2663:6262 443.31314:35 455.2933:40 457.31003:121 511.37573:40 513.3667:511 514.36206:35 551.49847:81 567.58209:40 567.59875:121 569.37817:70 569.43848:19130,2772981,2768009,5188003,5584144,6369438,3622226,5335148,5439605,2762990,5479416,6082405,5119519,4346828,5286112,4338844,4972904,5225770,4746725.897,1138088.318
14632,11.167,569.43097,DG 31:4,[M+Na]+,similar chromatogram in higher mz_42131; found in higher mz's MsMs_22234; found in higher mz's MsMs_19423; found in higher mz's MsMs_19410; found in higher mz's MsMs_19315; found in higher mz's MsMs_17678; found in higher mz's MsMs_17668; found in higher mz's MsMs_17535; found in higher mz's MsMs_20196; found in higher mz's MsMs_19227; found in higher mz's MsMs_19521; similar chromatogram in higher mz_27119; similar chromatogram in higher mz_26117; similar chromatogram in higher mz_14751; found in higher mz's MsMs_20259; found in higher mz's MsMs_17962; found in higher mz's MsMs_17576,1,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89.9,99.8,52.2,75,100,171.83,SXY_FDUhhuang_472_pos,569.42883:1465467 570.43218:789543 571.43554:205872,115.04713:40 115.04863:121 117.08589:81 119.08285:162 121.1075:81 128.05736:121 129.0658:763 141.06204:81 141.06871:509 142.07353:1689 142.08524:199 147.07626:40 157.1004:12258 161.12958:81 163.11401:1393 178.07635:81 187.16577:81 194.07021:40 196.08243:81 201.14348:40 203.13597:161 208.08627:121 209.09322:121 219.17384:5673 221.08868:121 222.10776:352 223.10403:81 225.13696:35 234.10504:276 236.12054:1846 249.12729:495 250.13577:162 251.13739:4652 258.06055:40 277.1459:40 277.15057:81 291.16779:81 292.17401:161 295.20071:35 305.18756:162 306.19315:414 307.20288:5448 362.11368:81 363.26782:17768 399.21652:40 455.30392:81 457.30869:121 513.36523:1341 567.59723:161 567.61389:161 569.43353:55588,21262488,10980075,15434229,16216381,25126340,17546766,23200016,23009016,20309550,23593418,24336066,9031531,11296706,25225540,25800868,16563671,13093279,18942702.35,5584773.376
14633,10.439,569.43127,DG 31:4,[M+Na]+,found in higher mz's MsMs_26982; found in higher mz's MsMs_25032; found in higher mz's MsMs_24257; found in higher mz's MsMs_24181; found in higher mz's MsMs_24171; found in higher mz's MsMs_24123; found in higher mz's MsMs_22365; found in higher mz's MsMs_24192; similar chromatogram in higher mz_42284; found in higher mz's MsMs_23885; similar chromatogram in higher mz_15735; found in higher mz's MsMs_25086; found in higher mz's MsMs_25998,1,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89.9,99.8,51.4,75,100,46.8,SXY_FDUhhuang_472_pos,569.42883:348596 570.43218:198687 571.43554:86184,115.05479:162 119.08299:81 123.07621:81 128.06387:121 129.06755:121 139.11627:35 142.07538:353 144.1749:35 157.10236:2716 163.116:81 201.12981:40 203.13821:121 219.16995:1475 222.09967:81 231.16547:40 234.11177:81 235.11308:81 236.1424:81 240.04515:35 249.12538:121 251.1377:1696 293.18954:81 306.19846:81 307.20328:2411 363.24954:703 363.26559:5550 457.30325:81 513.34998:40 513.36267:230 569.43756:16511,5314438,3355401,4297325,4308571,7338580,4138808,6448012,6166916,5790140,7423022,6113753,2527313,2867942,7023492,8621635,4987045,3355605,5298705.941,1771973.476
14634,20.796,569.43134,DG 31:4,[M+Na]+,found in higher mz's MsMs_45022; found in higher mz's MsMs_14646,0.118,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.7,69.4,75,100,34.55,SXY_FDUhhuang_444_pos,569.42194:421358 570.42529:105516 571.42865:36377,102.12158:201 103.12916:121 105.06565:121 107.04628:4846 108.05155:2511 109.05273:202 109.09815:307 111.11774:81 115.05894:40 119.08719:121 121.09952:121 122.06163:81 123.11781:162 125.04138:35 131.09422:81 133.09346:81 135.11272:81 137.13074:121 142.07985:40 145.0921:40 147.08096:121 149.05766:1357 150.06644:263 151.06653:162 157.07709:40 157.09819:424 159.11433:81 161.12909:81 163.10994:590 163.14577:81 164.11299:1730 165.11549:162 167.13332:40 175.14702:81 177.09061:81 182.36572:35 203.17123:121 205.1315:81 211.13606:40 219.16472:161 220.17728:202 221.17546:81 236.12178:81 241.18633:40 243.21667:81 255.22336:81 262.20898:81 267.19128:81 306.19424:40 306.20163:81 307.19907:162 312.34198:81 313.27734:81 353.25082:81 363.23666:40 363.2634:1258 363.2955:120 379.33795:81 423.39459:81 513.36566:202 517.47406:81 519.48645:202 524.47986:81 535.49561:121 550.51923:121 551.52032:162 552.453:81 567.62421:81 569.35675:80 569.46387:21305 569.59113:202,98410,37457,337333,151200,159731,17878078,192606,288977,66193,140362,5836756,334396,294093,348444,469342,373068,272134,1604622.397,4408746.701
14635,17.035,569.4314,DG 31:4,[M+Na]+,similar chromatogram in higher mz_15442; found in higher mz's MsMs_38561; found in higher mz's MsMs_37649; found in higher mz's MsMs_31047; found in higher mz's MsMs_31034; found in higher mz's MsMs_15677; found in higher mz's MsMs_38435,0.529,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,98.1,99.2,53.7,75,100,6.43,SXY_FDUhhuang_450_pos,569.42487:73147 570.42822:45979 571.43158:9435,103.13098:35 121.11388:40 142.08376:81 157.10057:340 201.1356:40 219.17181:162 234.09218:40 250.13353:81 251.13737:202 284.28613:35 306.18567:81 307.19781:121 363.25952:929 482.47241:40 513.34869:40 513.35822:81 569.43604:2958,1221525,602432,746309,584117,981565,588524,555842,1213187,630042,976409,632826,702628,704408,982108,490554,659031,984460,779762.7004,231389.4729
14639,12.033,569.43457,DG 31:4,[M+Na]+,similar chromatogram in higher mz_20264; similar chromatogram in higher mz_22232; similar chromatogram in higher mz_26421; similar chromatogram in higher mz_27906; found in higher mz's MsMs_34289; found in higher mz's MsMs_26421; found in higher mz's MsMs_21267; found in higher mz's MsMs_20344; found in higher mz's MsMs_20277; found in higher mz's MsMs_20264; found in higher mz's MsMs_18518; found in higher mz's MsMs_18361; similar chromatogram in higher mz_18518; similar chromatogram in higher mz_18361; similar chromatogram in higher mz_20197; similar chromatogram in higher mz_20344; similar chromatogram in higher mz_26406; similar chromatogram in higher mz_26498; similar chromatogram in higher mz_28351; found in higher mz's MsMs_26498; found in higher mz's MsMs_26406; found in higher mz's MsMs_17871; found in higher mz's MsMs_27166; found in higher mz's MsMs_19785; found in higher mz's MsMs_18827; similar chromatogram in higher mz_26204; found in higher mz's MsMs_26204,1,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89.3,99.7,49.8,75,100,110.05,SXY_FDUhhuang_450_pos,569.42902:901251 570.43237:529637 571.43573:131277,128.06088:81 133.09737:81 141.06406:162 142.07387:601 157.10074:5868 163.11255:161 163.13046:121 195.09592:81 203.13426:81 209.09555:162 214.13599:35 219.17621:2082 222.0976:121 223.11061:81 231.17613:81 236.1165:657 247.12773:81 249.12755:379 250.13824:121 251.14432:1296 251.16211:198 277.15549:81 290.18262:40 292.17902:121 305.2049:81 307.20062:2748 348.23724:81 352.07767:35 363.26257:8189 457.31766:81 513.35876:1112 567.61041:81 569.42999:22316,16511445,7397986,11324588,10663204,18449046,13993508,15867656,16313352,12936047,16277483,18809172,6812310,8519844,17602828,17166412,11637396,10002384,13546156.53,3945168.225
14640,14.026,569.43488,DG 31:4,[M+Na]+,similar chromatogram in higher mz_28242; similar chromatogram in higher mz_37950; similar chromatogram in higher mz_44575; found in higher mz's MsMs_14669; found in higher mz's MsMs_15670; found in higher mz's MsMs_14856; found in higher mz's MsMs_32386; found in higher mz's MsMs_30375; found in higher mz's MsMs_14648; found in higher mz's MsMs_32286; found in higher mz's MsMs_30533,1,TRUE,4.76,569.41766,C34H58O5,DG,LIOBXZPHXAZZHS-XWVIRPHINA-N,CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,92.4,99.6,53.4,75,100,329.65,SXY_FDUhhuang_444_pos,569.42773:2040559 570.43108:833160 571.43444:126380,102.09066:81 105.06448:121 107.04221:40 107.04655:121 115.05622:343 117.06773:162 119.0829:121 121.10137:121 125.03072:40 128.05739:121 129.06902:1375 133.09865:162 137.29871:35 141.06204:120 141.07037:1850 142.07687:2227 143.08694:81 145.08064:121 147.07964:121 157.09859:15298 158.10242:81 161.12772:81 163.10857:2781 169.08537:81 172.09204:81 182.07646:40 185.14444:81 195.07974:162 203.13776:1328 209.08488:121 209.09097:343 219.17358:9958 221.09468:202 222.10332:1481 223.11006:648 231.17342:1031 233.09488:40 234.09615:162 235.10602:162 236.11591:2272 237.11932:838 237.14742:121 249.12471:728 250.13318:202 251.13702:6671 256.25821:202 262.1347:81 265.15277:81 277.15479:162 278.16226:81 279.22549:81 284.29282:2798 291.16248:81 292.18307:664 293.19107:121 298.30307:161 301.37589:35 305.18454:161 306.18768:201 307.2023:8567 312.32047:2435 335.23169:40 340.34174:161 340.36505:539 348.23636:81 349.25018:81 362.10754:121 363.26968:29061 363.57455:81 440.27072:35 455.27283:81 455.28479:81 457.2955:121 511.35065:81 513.36383:4011 543.00244:40 551.4328:121 567.60223:311 567.62897:565 568.41467:81 568.87299:81 569.40173:138 569.43854:107149 569.60596:81,76585224,19280954,40808408,30998302,62130116,19803016,41433136,38709312,60300188,36997392,20053968,17335042,31317056,57747628,34334836,18800206,31673528,37547547.76,17540060.85
