Gene ID,Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
ENSMUSG00000104540,Gm3527,5[+]18350348-18350807,0,0,0,0,2,0,0,0,0
ENSMUSG00000033767,D930015E06Rik,3[-]83897655-84040175,2819,4496,2276,500,3837,904,941,1939,2525
ENSMUSG00000104118,Gm37298,1[+]137909291-137913158,0,0,0,2,0,0,0,0,0
ENSMUSG00000096452,Ighv1-77,12[-]115861867-115862355,37,20,123,0,32,0,0,0,2
ENSMUSG00000033760,Rbm4b,19[+]4756543-4767065,789,1206,410,671,667,381,868,392,1892
ENSMUSG00000033763,Mtss1l,8[+]110721476-110741400,1313,3056,1465,800,1420,2615,2061,755,1118
ENSMUSG00000033762,Recql4,15[-]76703553-76710559,303,364,427,350,414,173,118,176,146
ENSMUSG00000051156,Olfr1491,19[+]13697268-13706127,0,0,0,0,0,0,0,0,0
ENSMUSG00000072214,5-Sep,16[-]18621811-18629938,804,1659,877,275,868,1758,1117,773,288
ENSMUSG00000096869,Gm6676,14[-]7116798-7125412,0,0,0,0,0,0,0,0,1
ENSMUSG00000062561,Gm10118,10[-]63924866-63927434,0,0,0,0,0,0,0,0,0
ENSMUSG00000093219,Mir3113,X[+]151859562-151859637,2,5,7,1,4,3,1,3,4
ENSMUSG00000062563,Cys1,12[-]24665833-24681813,88,135,62,33,53,112,160,47,46
ENSMUSG00000037443,Cep85,4[-]134129858-134187112,3583,5089,1113,922,3168,487,1828,40163,9354
ENSMUSG00000030492,Slc7a9,7[+]35448796-35466036,0,0,0,0,0,0,0,0,0
ENSMUSG00000030493,Faap24,7[-]35392152-35396836,256,695,352,158,550,355,252,217,277
ENSMUSG00000037446,Tulp1,17[-]28351515-28365182,2,6,2,0,9,5,3,0,0
ENSMUSG00000037447,Arid5a,1[+]36307733-36324029,2072,3897,2154,104,4007,721,600,1042,1380
ENSMUSG00000030498,Gas2,7[+]51862015-51994975,69,143,58,162,42,64,119,66,163
ENSMUSG00000030499,Kctd15,7[-]34639014-34656732,692,1997,1167,447,954,652,1292,247,713
ENSMUSG00000044689,Gm13749,1[+]63964727-63968999,0,0,0,0,0,0,0,0,0
ENSMUSG00000027900,Dram2,3[+]106547798-106575890,193,56,10,3211,23,14,1474,994,3972
ENSMUSG00000027901,Dennd2d,3[+]106482405-106503030,1117,517,144,450,342,32,541,1133,2889
ENSMUSG00000027902,Chil6,3[-]106387384-106406182,8,0,0,0,0,0,6,14,18
ENSMUSG00000027905,Ddx20,3[-]105678270-105687574,276,284,99,398,100,52,467,445,940
ENSMUSG00000027907,S100a11,3[+]93520488-93526287,15923,8629,490,15969,1032,1185,18436,12557,9854
ENSMUSG00000027908,Tchhl1,3[+]93468754-93471980,0,0,0,0,0,0,0,0,0
ENSMUSG00000096861,Vmn2r68,7[-]85221518-85237704,0,0,0,0,0,0,0,0,0
ENSMUSG00000096867,Gm10057,X[-]154043986-154055039,0,0,0,0,0,0,0,0,0
ENSMUSG00000109326,Gm9165,7[+]120504658-120513772,0,0,0,0,0,0,0,0,0
ENSMUSG00000071547,Nt5dc2,14[+]31134853-31139121,460,1240,673,228,903,959,346,172,163
ENSMUSG00000023026,Dip2b,15[+]100038664-100219473,709,700,446,498,613,130,332,393,1493
ENSMUSG00000023025,Larp4,15[+]99970074-100016351,532,595,108,2404,138,26,686,242,3175
ENSMUSG00000003435,Supt5,7[-]28314891-28338746,7540,18074,7120,2007,9369,6709,4594,2479,4424
ENSMUSG00000026051,1500015O10Rik,1[+]43730602-43742578,20,34,18,8,25,30,21,8,27
ENSMUSG00000023022,Lima1,15[-]99778470-99875428,2683,4247,1813,1418,2264,2036,3021,1201,2841
ENSMUSG00000023021,Cers5,15[-]99734881-99772885,1671,2688,551,1441,776,475,2261,675,2081
ENSMUSG00000023020,Cox14,15[+]99725618-99728136,3323,9765,6656,2778,4073,6970,3072,2090,2054
ENSMUSG00000051159,Cited1,X[-]102247381-102252181,29,77,107,60,43,60,31,164,16
ENSMUSG00000026058,Khdrbs2,1[+]32172714-32658568,0,0,0,0,0,0,0,0,0
ENSMUSG00000003438,Timm50,7[-]28305516-28312072,4261,11460,6307,3348,3475,5555,3452,1315,1954
ENSMUSG00000030232,Aebp2,6[+]140622663-140678472,1917,2784,1071,1220,1188,376,1273,595,2132
ENSMUSG00000030230,Plcz1,6[-]139989673-140041457,0,0,0,2,0,0,0,0,0
ENSMUSG00000030231,Plekha5,6[+]140424054-140597110,720,1009,391,415,582,214,817,326,832
ENSMUSG00000030236,Slco1b2,6[+]141629518-141686646,0,0,0,6,0,0,0,223,0
ENSMUSG00000030237,Slco1a4,6[-]141805440-141856199,0,0,0,4,0,0,0,57,11
ENSMUSG00000030235,Slco1c1,6[+]141524368-141570177,0,2,0,5,0,0,1,0,9
ENSMUSG00000048077,H1fnt,15[-]98255982-98257307,0,0,0,0,0,0,0,0,0
ENSMUSG00000074682,Zcchc3,2[-]152411955-152415027,187,293,259,155,226,181,109,75,114
ENSMUSG00000074681,Defb23,2[-]152459055-152464620,0,4,0,0,0,0,0,0,0
ENSMUSG00000074680,Defb26,2[-]152507798-152511692,0,0,0,0,0,0,0,0,0
ENSMUSG00000031727,Pmfbp1,8[+]109494027-109542640,2,2,0,2,0,5,10,0,0
ENSMUSG00000031725,Ces1f,8[-]93256236-93279747,8167,8275,1120,5426,969,819,10498,1543,5228
ENSMUSG00000049539,Hist1h1a,13[+]23763717-23764358,4,0,0,2,4,0,0,2,2
ENSMUSG00000049538,Adamts16,13[-]70727802-70841811,0,0,29,2,6,42,123,26,4
ENSMUSG00000049537,Tecrl,5[-]83278145-83355195,0,0,0,0,0,0,0,0,0
ENSMUSG00000049536,Tceal1,X[+]136707982-136711478,57,177,41,175,111,57,260,97,245
ENSMUSG00000049530,Clrn2,5[+]45453751-45464149,0,0,0,0,0,0,0,0,0
ENSMUSG00000031729,Ist1,8[-]109671325-109693260,2182,1795,520,2161,637,360,1765,872,2735
ENSMUSG00000049532,Sall2,14[-]52311172-52328762,201,298,131,152,136,78,178,150,247
ENSMUSG00000038000,Acd,8[-]105695860-105701102,1534,3834,1862,612,2475,1708,1107,892,1196
ENSMUSG00000038002,Cramp1l,17[-]24961228-25015230,1084,889,268,774,380,194,993,235,1437
ENSMUSG00000038005,Hpf1,8[+]60890418-60908671,263,93,38,715,68,85,403,804,1119
ENSMUSG00000038007,Acer2,4[+]86874396-86934822,734,873,145,2230,292,123,975,280,1763
ENSMUSG00000038009,Dnajc22,15[+]99093170-99104737,35,54,63,26,3,0,0,33,8
ENSMUSG00000003382,Etv3,3[+]87525407-87540156,2599,2400,897,1463,976,781,1567,491,3548
ENSMUSG00000081916,Gm12899,4[+]107688128-107688678,0,0,0,0,0,0,0,0,0
ENSMUSG00000096840,Olfr136,17[+]38329831-38336643,0,0,0,0,0,0,0,0,0
ENSMUSG00000088628,Gm23315,2[-]53700847-53700955,0,0,0,0,0,0,0,0,0
ENSMUSG00000076014,Mir669a-2,2[+]10510164-10510260,0,0,0,0,0,0,0,0,0
ENSMUSG00000022375,Lrrc6,15[-]66379858-66500910,2,0,0,0,0,0,0,3,5
ENSMUSG00000022376,Adcy8,15[-]64699042-64922296,2,4,0,0,0,2,14,0,2
ENSMUSG00000022377,Asap1,15[-]64086857-64382919,1827,2655,650,1180,900,624,1604,530,2136
ENSMUSG00000022370,Mrpl13,15[-]55534094-55557748,1389,1049,184,2764,173,164,1623,1546,1827
ENSMUSG00000022371,Col14a1,15[+]55307750-55520803,536,846,666,365,849,1704,2396,587,468
ENSMUSG00000022372,Sla,15[-]66780819-66831829,950,597,133,116,291,15,257,226,1342
ENSMUSG00000022378,Fam49b,15[-]63929097-64060448,739,718,265,1505,313,82,577,1158,3994
ENSMUSG00000034269,Setd5,6[+]113077365-113153435,1899,1948,496,1196,887,467,1833,308,3423
ENSMUSG00000105798,Gm18982,3[-]99180753-99181281,0,0,0,0,0,0,0,0,0
ENSMUSG00000105799,Mir126b,2[-]26591363-26591420,0,0,0,0,0,0,0,0,0
ENSMUSG00000083631,Gm13366,2[+]15385618-15386587,0,0,0,0,0,0,0,0,0
ENSMUSG00000105792,Gm17887,3[+]36421576-36422122,0,0,0,0,0,0,0,0,0
ENSMUSG00000105793,Gm17956,3[+]104129424-104130261,0,0,0,0,0,0,0,0,0
ENSMUSG00000105790,AC122546.1,5[-]149247950-149248027,0,0,0,0,0,0,0,0,0
ENSMUSG00000105791,Gm43341,5[-]48978278-48979585,0,0,0,0,0,0,0,0,0
ENSMUSG00000105796,Gm42845,5[-]87737106-87737210,0,0,0,3,0,0,1,1,4
ENSMUSG00000088620,Gm23032,1[-]31656632-31656738,0,0,0,0,0,0,0,0,0
ENSMUSG00000105794,Gm43516,3[+]66953541-66953862,0,0,0,0,0,0,0,0,0
ENSMUSG00000105795,Gm3970,5[+]122025330-122029697,0,0,0,0,0,0,0,0,0
ENSMUSG00000088621,Gm23033,15[-]29888341-29888474,0,0,0,0,0,0,0,0,0
ENSMUSG00000083635,Gm11480,4[+]62939912-62940570,0,0,0,0,0,0,0,0,0
ENSMUSG00000083636,Gm15175,X[+]157604351-157604482,0,0,0,0,0,0,0,0,1
ENSMUSG00000034807,Colgalt1,8[+]71610998-71624911,3555,6001,3888,1034,4186,3903,2284,2123,1892
ENSMUSG00000083637,Gm14754,X[-]81271770-81272495,0,0,0,0,0,0,0,0,0
ENSMUSG00000034801,Sos2,12[-]69583762-69681852,662,1453,148,1052,219,247,891,342,1404
ENSMUSG00000034800,Zfp661,2[-]127574662-127587094,151,214,72,146,72,38,170,87,194
ENSMUSG00000046207,Pik3r6,11[+]68503019-68552698,364,639,282,293,383,416,375,236,350
ENSMUSG00000046204,Pnma2,14[+]66911170-66920054,0,0,0,0,0,0,0,0,4
ENSMUSG00000048661,Lemd3,10[-]120923413-120979332,274,286,204,497,149,66,227,195,1029
ENSMUSG00000046203,Sprr2g,3[+]92373915-92375229,0,0,0,0,0,0,0,0,0
ENSMUSG00000046201,Scaf8,17[+]3114972-3198855,1464,1374,327,977,495,153,1268,406,2184
ENSMUSG00000048668,Rhno1,6[-]128357000-128362911,814,1388,498,334,983,390,588,490,735
ENSMUSG00000077655,Gm23319,13[-]75963657-75963787,0,0,0,0,0,0,0,0,0
ENSMUSG00000087845,Gm25505,5[+]39346691-39346936,0,0,0,0,0,0,0,0,0
ENSMUSG00000102787,Gm30174,Y[+]14220904-14223183,0,0,0,0,0,0,0,0,0
ENSMUSG00000077650,Gm23320,X[+]75886083-75886209,0,0,0,0,0,0,0,0,0
ENSMUSG00000077653,Gm23321,7[-]119306123-119306248,0,0,0,0,0,0,0,0,0
ENSMUSG00000077652,Gm23322,X[-]109009681-109009847,0,0,0,0,0,0,0,0,0
ENSMUSG00000077659,Gm23323,9[+]123162371-123162503,0,0,0,0,0,0,1,0,0
ENSMUSG00000082907,Gm14832,X[+]100156635-100156956,0,0,2,0,0,0,0,0,0
ENSMUSG00000042182,Bend6,1[-]33852052-33907816,12,11,2,5,0,2,13,27,14
ENSMUSG00000042185,Nfrkb,9[+]31386192-31421333,1467,2751,1222,544,1551,753,894,569,1379
ENSMUSG00000042184,1700069L16Rik,5[-]113692422-113724772,0,0,0,0,0,0,0,0,0
ENSMUSG00000042189,Tekt3,11[+]63061654-63094964,0,0,0,0,0,0,0,0,0
ENSMUSG00000088046,Gm23324,14[-]94448221-94448351,0,0,0,0,0,0,0,0,0
ENSMUSG00000099242,Obox4-ps3,7[+]14548714-14549233,0,0,0,0,0,0,0,0,0
ENSMUSG00000102229,Gm37299,10[+]14313908-14314733,0,0,0,0,0,0,0,0,2
ENSMUSG00000081154,Defa-ps13,8[+]19300677-19304794,0,0,0,0,0,0,0,0,0
ENSMUSG00000088043,Gm23328,2[+]67420031-67420162,0,0,0,0,0,0,0,0,0
ENSMUSG00000088040,Gm23329,8[-]60807739-60807846,0,0,0,0,0,0,0,0,0
ENSMUSG00000036770,Stpg3,2[-]25212207-25214637,9,4,0,0,0,0,1,0,0
ENSMUSG00000102223,Gm37300,3[-]81405293-81405572,0,0,0,0,0,0,0,0,0
ENSMUSG00000102222,Pcdhga10,18[+]37746993-37841873,138,176,0,37,254,583,65,0,50
ENSMUSG00000102221,Gm37301,6[+]41480508-41481719,0,0,0,0,0,0,0,0,0
ENSMUSG00000102220,Rpl23a-ps5,3[-]47230538-47231003,0,0,1,0,0,0,0,1,0
ENSMUSG00000102227,Gm37302,7[+]39791254-39794251,0,0,0,0,0,0,0,0,0
ENSMUSG00000043587,Pxylp1,9[-]96823336-96892669,53,50,69,31,28,84,119,47,215
ENSMUSG00000102225,Gm37983,9[+]72315131-72317136,0,0,0,0,0,0,0,0,2
ENSMUSG00000102224,4930447F24Rik,9[+]108133718-108138567,2,4,3,0,0,0,2,0,2
ENSMUSG00000096213,Gm15088,X[+]149157977-149159484,0,0,0,0,0,0,0,0,0
ENSMUSG00000089938,Gm15744,7[-]89761463-89761675,0,0,0,0,0,0,0,1,0
ENSMUSG00000089935,Gm16343,9[-]107575820-107587425,0,0,0,0,0,0,0,0,0
ENSMUSG00000089934,4930473D10Rik,10[+]114757747-114785104,0,0,0,0,0,0,0,0,0
ENSMUSG00000089937,Gm7281,1[-]85332716-85342086,0,0,0,5,0,0,2,0,17
ENSMUSG00000089936,Gm16199,6[+]120005998-120006285,0,0,0,11,0,0,3,2,12
ENSMUSG00000089931,Gm8459,6[-]122566715-122567474,12,4,0,0,3,0,2,0,1
ENSMUSG00000089933,Gm16101,1[+]162316092-162316521,0,0,0,0,0,0,0,0,0
ENSMUSG00000089932,Gm16114,3[-]40658867-40659166,0,0,0,0,0,0,0,0,4
ENSMUSG00000006269,Atp6v1b1,6[+]83742990-83758855,0,0,0,0,0,4,0,0,0
ENSMUSG00000099244,Gm27542,6[+]17696894-17697149,0,0,0,0,0,0,0,0,0
ENSMUSG00000006262,Mob1b,5[+]88720855-88764220,565,807,90,2030,79,60,569,593,1833
ENSMUSG00000096217,Gm4904,14[-]3254679-3255873,0,0,0,1,0,0,0,0,0
ENSMUSG00000110914,AC156031.2,9[-]41109527-41112081,2,2,0,0,0,0,0,0,4
ENSMUSG00000036779,Papd5,8[+]88199213-88259722,552,731,311,227,270,116,292,58,517
ENSMUSG00000101704,Gm21878,Y[+]37818062-37818757,0,0,0,0,0,0,0,0,0
ENSMUSG00000048299,Olfr148,9[+]39610655-39615927,0,0,0,0,0,0,0,0,0
ENSMUSG00000098867,Gm27463,15[-]82641945-82642001,0,0,0,0,0,0,0,2,0
ENSMUSG00000032407,U2surp,9[-]95456898-95511996,523,320,55,1453,154,11,748,818,2967
ENSMUSG00000032405,Pias1,9[-]62878368-62987924,1017,1240,645,715,934,511,1039,576,1870
ENSMUSG00000082249,Gm12997,4[-]117015127-117015766,0,0,0,0,0,0,0,0,0
ENSMUSG00000032403,2300009A05Rik,9[-]63394447-63399246,1051,3438,2699,1187,873,2133,769,564,618
ENSMUSG00000032402,Smad3,9[-]63646767-63757994,1463,2472,830,816,1082,732,1362,664,1224
ENSMUSG00000032401,Lctl,9[+]64117147-64138118,624,1154,666,1024,1040,1386,2617,631,507
ENSMUSG00000032400,Zwilch,9[-]64137144-64173104,96,115,9,105,80,27,45,119,192
ENSMUSG00000032409,Atr,9[+]95857597-95951781,210,87,9,586,38,8,360,548,1230
ENSMUSG00000111108,AC157652.1,10[-]40565916-40566672,0,0,0,2,0,0,0,0,1
ENSMUSG00000111109,AC160339.1,9[-]30385980-30426976,0,0,0,0,0,0,0,0,0
ENSMUSG00000030424,Zfp939,7[+]39449518-39477413,29,24,4,38,0,0,81,23,82
ENSMUSG00000102056,Gm28354,Y[-]55587284-55587961,0,0,0,0,0,0,0,0,0
ENSMUSG00000000381,Wap,11[-]6635482-6638637,0,0,0,0,0,0,0,0,0
ENSMUSG00000082246,Gm13047,4[+]141084864-141085678,0,0,0,0,0,0,0,1,1
ENSMUSG00000098868,Gm27466,Y[+]40684181-40684290,0,0,0,0,0,0,0,0,0
ENSMUSG00000079559,Gm684,9[-]51270258-51278569,221,548,104,211,122,130,395,124,186
ENSMUSG00000024028,Tff2,17[-]31141049-31144282,0,0,0,0,0,0,0,0,0
ENSMUSG00000024029,Tff3,17[-]31125306-31129646,0,0,0,0,0,0,0,0,0
ENSMUSG00000111100,CT010488.2,9[-]13915801-13920119,0,0,0,0,0,0,0,0,0
ENSMUSG00000086980,Gm13791,2[-]92856167-92913663,0,0,0,0,0,0,0,0,0
ENSMUSG00000079550,Mpp4,1[-]59120935-59163389,133,19,211,16,293,214,51,18,35
ENSMUSG00000074300,BC030870,8[-]65085613-65129563,0,0,0,0,0,0,0,0,0
ENSMUSG00000079553,Kifc1,17[-]33875666-33890661,326,432,436,145,752,195,109,115,175
ENSMUSG00000079554,Aox2,1[+]58278326-58380259,0,0,0,0,0,0,0,0,5
ENSMUSG00000079555,Haus3,5[-]34153880-34169527,96,6,24,872,23,10,219,806,1176
ENSMUSG00000079557,2-Mar,17[-]33685692-33718670,3845,10639,6038,3226,3955,6192,3923,2597,2436
ENSMUSG00000044176,Spink10,18[+]62548911-62661366,0,0,0,0,0,0,0,0,0
ENSMUSG00000044177,Wfikkn2,11[-]94235956-94246005,57,88,55,10,92,17,22,8,45
ENSMUSG00000038943,Prc1,7[+]80294450-80316259,236,105,47,268,89,20,162,248,203
ENSMUSG00000044172,Ptx4,17[+]25120760-25125268,0,2,0,0,0,0,0,0,0
ENSMUSG00000044170,Olfr1384,11[+]49506724-49517345,0,0,0,0,0,0,0,0,0
ENSMUSG00000086984,Gm6762,9[-]35574112-35574400,1,0,0,1,0,0,0,0,1
ENSMUSG00000001819,Hoxd13,2[+]74668310-74671599,0,0,0,0,0,0,0,0,0
ENSMUSG00000082940,Gm14103,2[-]133047187-133047552,0,0,0,0,0,0,0,0,0
ENSMUSG00000001815,Evx2,2[-]74652991-74659557,0,0,0,0,0,0,0,0,0
ENSMUSG00000038949,Cnst,1[+]179546370-179627478,2398,3388,1458,3392,1101,556,1861,684,2051
ENSMUSG00000102490,Gm36985,3[+]60860707-60861085,1,0,0,0,0,0,0,0,1
ENSMUSG00000041523,Upk2,9[-]44452715-44454976,0,0,0,0,0,0,0,0,0
ENSMUSG00000000149,Gna12,5[-]140758408-140830431,5242,14898,8472,2869,6949,8585,4747,1718,2613
ENSMUSG00000050668,Gpatch11,17[+]78835516-78848299,676,901,186,695,244,179,637,393,1052
ENSMUSG00000050666,Vstm4,14[+]32856756-32939487,287,385,157,333,166,229,504,123,354
ENSMUSG00000050663,Trhde,10[-]114398823-114802307,140,189,94,338,33,64,301,72,233
ENSMUSG00000000142,Axin2,11[+]108920349-108950783,437,1376,832,140,837,1150,651,120,688
ENSMUSG00000041528,Rnf123,9[-]108051534-108083346,3452,7357,3960,799,4361,2792,1733,920,2081
ENSMUSG00000081588,Gm11661,11[-]104565400-104566726,0,0,0,1,0,0,1,1,0
ENSMUSG00000081589,Gm14353,X[-]3446558-3447426,0,0,0,0,0,0,0,0,0
ENSMUSG00000018648,Dusp14,11[-]84048041-84069261,54,165,72,46,29,39,29,25,20
ENSMUSG00000081584,Gm12716,4[-]103543374-103544727,0,0,0,0,0,0,0,0,0
ENSMUSG00000102494,Gm36988,2[+]4316479-4318886,0,0,0,1,0,0,0,2,0
ENSMUSG00000081586,Gm11544,11[-]94845358-94846092,0,0,0,0,0,0,0,0,0
ENSMUSG00000081587,Gm14926,X[+]119413252-119413989,0,0,0,0,0,0,0,0,0
ENSMUSG00000081580,Gm14129,2[-]148927735-148931707,0,0,0,0,0,0,0,0,0
ENSMUSG00000102495,Gm26524,1[+]24005505-24005894,0,0,0,0,0,0,0,0,0
ENSMUSG00000027599,Armc1,3[-]19131402-19163065,695,919,254,2223,242,93,815,619,1965
ENSMUSG00000027598,Itch,2[+]155133509-155226855,385,80,84,1497,307,29,537,872,2928
ENSMUSG00000027593,Raly,2[+]154791096-154867261,4893,10264,4138,2076,9667,3646,3620,2707,3188
ENSMUSG00000027597,Ahcy,2[-]155059310-155074497,2238,4321,1897,678,2747,1316,1315,1790,1071
ENSMUSG00000027596,a,2[+]154791402-155051012,12,12,19,0,38,5,0,4,1
ENSMUSG00000040697,Dnajc16,4[-]141760189-141790931,1199,1957,730,592,828,551,917,157,865
ENSMUSG00000040694,Apobec2,17[-]48419231-48432728,34,15,7,131,34,475,31,3,28
ENSMUSG00000040693,Slco4c1,1[-]96816270-96872171,0,0,0,0,0,0,0,0,4
ENSMUSG00000027048,Abcb11,2[-]69238282-69342616,0,0,0,0,0,0,0,83,6
ENSMUSG00000040690,Col16a1,4[+]130047840-130099283,314,637,715,190,924,1532,732,203,332
ENSMUSG00000051136,Ghsr,3[+]27371351-27378010,0,0,0,0,0,0,0,0,0
ENSMUSG00000040699,Limd2,11[-]106156256-106160860,9877,16044,9223,808,17699,2138,1749,6144,6418
ENSMUSG00000051133,Gm6293,19[-]5415565-5415759,2,4,0,0,0,0,0,0,0
ENSMUSG00000080989,Gm14048,2[+]130880866-130882133,0,7,0,0,0,0,0,0,0
ENSMUSG00000091713,Gm17126,14[+]5357260-5357782,0,0,0,0,0,0,0,0,0
ENSMUSG00000102464,Gm38199,7[-]40077405-40080681,0,0,0,0,0,0,0,0,0
ENSMUSG00000080983,Gm5419,X[-]161272237-161272840,0,0,0,0,0,0,0,0,0
ENSMUSG00000080982,Gm13549,2[-]59398986-59399781,1,1,1,0,0,0,1,2,0
ENSMUSG00000080981,Gm12161,11[-]45280594-45280954,23,50,16,0,32,14,14,0,0
ENSMUSG00000080980,1700071K01Rik,11[-]81572655-81573473,0,0,0,0,0,0,0,0,0
ENSMUSG00000080987,Gm12073,11[-]26856387-26856910,0,0,0,0,0,0,0,0,0
ENSMUSG00000080986,Olfr1081-ps1,2[-]86567120-86568064,0,0,0,0,0,0,0,0,0
ENSMUSG00000080985,Gm13559,2[+]58740639-58741501,0,0,0,0,0,0,0,0,0
ENSMUSG00000080984,Gm14469,2[-]79038533-79038734,0,0,0,0,0,0,0,0,0
ENSMUSG00000057417,Dcpp3,17[+]23917458-23919441,0,0,0,0,0,0,0,0,0
ENSMUSG00000099308,Mir6367,16[-]91527443-91527544,0,0,0,0,0,0,0,0,0
ENSMUSG00000102467,Gm37167,9[-]32839527-32839922,0,1,0,0,0,0,0,0,0
ENSMUSG00000085004,5430427M07Rik,12[+]91045848-91079907,0,0,0,0,0,0,0,0,0
ENSMUSG00000085007,Gm11549,3[-]36515057-36521813,0,0,0,0,0,0,0,0,0
ENSMUSG00000085006,BC021767,3[-]94661830-94670696,0,0,0,0,0,0,0,0,0
ENSMUSG00000085001,Rapgef4os2,2[-]72224688-72232302,8,4,2,0,2,0,0,19,13
ENSMUSG00000085000,Gm14553,X[-]35294189-35348739,0,0,0,0,0,0,0,0,0
ENSMUSG00000085003,Pip5k1bos,19[+]24416009-24430329,0,0,0,0,0,0,0,0,0
ENSMUSG00000085002,Gm12984,4[+]135307349-135309519,0,0,0,0,0,0,0,0,0
ENSMUSG00000085009,Gm12977,4[+]133871830-133876533,0,0,0,0,0,0,0,0,3
ENSMUSG00000085008,Dbhos,2[-]27144898-27162703,0,2,0,0,0,0,0,0,0
ENSMUSG00000098803,Gm27468,19[-]5201198-5201303,0,0,0,0,0,0,0,0,0
ENSMUSG00000098802,Mir7046,7[-]24970010-24970075,6,12,7,2,10,6,3,4,5
ENSMUSG00000098801,Gm27255,9[+]72409268-72409878,0,1,0,0,0,0,0,0,0
ENSMUSG00000098800,Gm27244,3[+]108708908-108712653,0,0,0,0,0,0,0,0,0
ENSMUSG00000098807,Mir300,12[+]109724313-109724391,0,0,0,0,0,0,0,0,0
ENSMUSG00000080678,Gm23334,19[+]34068931-34069054,0,0,0,0,0,0,0,0,0
ENSMUSG00000098805,Gm27470,7[-]91123002-91123211,0,0,0,0,0,0,0,0,0
ENSMUSG00000098809,Gm27471,17[-]34770579-34770645,0,1,0,0,0,0,0,0,0
ENSMUSG00000098808,Mir7009,3[-]36475461-36475524,1,4,3,1,2,1,3,1,1
ENSMUSG00000045566,Sprr4,3[-]92500263-92500493,0,0,0,0,0,0,0,0,0
ENSMUSG00000080673,Gm23336,3[+]108498118-108498240,0,0,0,0,0,0,0,0,0
ENSMUSG00000091887,Gm17053,12[-]106544837-106546326,0,0,0,0,0,0,0,0,0
ENSMUSG00000077730,Gm23609,9[-]78013972-78014098,0,0,0,0,0,0,0,0,0
ENSMUSG00000089584,Gm23337,3[+]45978578-45978695,0,0,0,0,0,0,0,0,0
ENSMUSG00000089585,Gm23338,4[-]40458939-40459033,0,0,0,0,0,0,0,0,0
ENSMUSG00000089586,Gm25348,17[-]63096890-63097000,0,0,0,0,0,0,0,0,0
ENSMUSG00000084359,Gm13692,2[-]84034243-84034613,0,0,0,0,0,0,0,0,0
ENSMUSG00000044056,Efcab9,11[-]32522751-32532081,5,9,0,0,0,0,0,2,10
ENSMUSG00000089581,Gm23341,11[+]60735861-60735957,0,0,0,0,0,0,1,3,1
ENSMUSG00000089583,Gm23342,12[-]29035180-29035294,0,0,0,0,0,0,0,0,0
ENSMUSG00000084352,Gm12370,4[+]36444070-36444875,0,0,0,0,0,0,0,0,0
ENSMUSG00000084353,Gm15452,1[-]8791923-8792162,4,1,0,4,0,0,7,2,2
ENSMUSG00000084350,Znf41-ps,4[+]145825237-145829942,0,0,0,137,0,0,4,120,409
ENSMUSG00000084351,Gm13085,4[-]143663143-143663787,0,0,0,0,0,0,0,0,0
ENSMUSG00000089588,Gm23548,4[+]123490231-123490336,0,0,0,0,0,0,0,0,0
ENSMUSG00000084357,Gm11268,4[+]82642400-82642666,0,0,0,0,0,0,0,0,0
ENSMUSG00000084355,Gm14792,X[-]88684764-88685021,0,0,0,0,0,0,0,0,0
ENSMUSG00000026312,Cdh7,1[+]109982431-110140157,0,0,0,0,0,0,0,0,0
ENSMUSG00000026313,Hdac4,1[-]91928779-92195699,714,1548,856,379,1049,744,666,453,337
ENSMUSG00000026311,Asb1,1[+]91540544-91559589,621,888,357,465,326,175,676,282,538
ENSMUSG00000026317,Cln8,8[+]14881335-14901720,1087,2238,1218,976,1135,1295,1085,314,893
ENSMUSG00000026315,Serpinb8,1[+]107590006-107610484,233,43,55,183,65,11,441,174,230
ENSMUSG00000026319,2310035C23Rik,1[+]105663861-105755191,234,156,122,237,48,59,257,81,1551
ENSMUSG00000104614,Fbxw27,9[-]109766045-109790670,0,0,0,0,0,0,0,0,0
ENSMUSG00000065752,Gm23344,9[+]64175048-64175115,0,0,0,0,0,0,0,0,1
ENSMUSG00000065751,Gm23345,7[-]111947181-111947330,0,0,0,0,0,0,0,0,0
ENSMUSG00000024528,Srfbp1,18[+]52465693-52490738,474,701,205,281,276,147,438,140,465
ENSMUSG00000065757,Gm23347,12[+]109673913-109673994,0,0,0,1,0,0,0,0,0
ENSMUSG00000089057,Gm23349,1[-]184580109-184580206,0,0,0,0,0,0,0,0,0
ENSMUSG00000089054,Gm23350,18[-]9763160-9763262,0,0,0,0,0,0,0,0,0
ENSMUSG00000089055,Gm22675,2[+]28595127-28595230,0,0,0,0,0,0,0,0,0
ENSMUSG00000089052,Gm23351,13[+]31427255-31427379,0,0,0,0,0,0,0,0,0
ENSMUSG00000089053,Gm23352,17[-]14791941-14792004,0,0,0,0,0,0,0,0,0
ENSMUSG00000089050,Gm23353,10[+]27452289-27452360,0,0,0,0,0,0,0,0,0
ENSMUSG00000089051,Gm23354,4[-]108041697-108041800,0,0,0,2,0,0,0,0,0
ENSMUSG00000106043,Gm42968,3[+]158180236-158181607,0,0,0,0,0,0,0,0,0
ENSMUSG00000106042,Gm42861,5[-]60175916-60176549,0,0,0,0,0,0,0,0,0
