Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
Mir467a-9,2[+]10498393-10498475,0,0,0,0,0,0,0,0,0
Gm15660,8[+]83352556-83353033,0,0,0,0,0,0,0,0,3
E230016K23Rik,11[+]83582056-83623693,7,6,0,12,2,0,18,0,15
Gm11905,4[-]26593490-26594167,0,0,0,0,0,0,0,0,0
Gm16463,X[+]85241617-85242731,0,0,0,0,0,0,0,0,0
Gm12120,11[+]33705550-33711435,0,0,0,0,0,0,0,0,0
Gm15671,1[+]68024243-68025763,0,0,0,0,0,0,0,0,0
Gypa,8[+]80493781-80510542,24,2,0,36,0,0,25,27,0
Prl7a2,13[-]27658956-27668036,0,0,0,0,0,0,0,0,0
Fgfrl1,5[+]108692382-108706924,3750,8782,11710,1898,3328,8141,16462,363,1632
Gm8844,X[+]86316083-86318696,2,0,0,2,0,0,0,0,1
Gm17522,X[+]125888197-125888724,0,0,0,0,0,0,0,0,0
Gm18429,3[-]115171629-115172049,0,0,0,0,0,0,0,0,0
Sltm,9[+]70542754-70592234,1450,2501,865,1163,1286,467,1342,1082,3039
Nedd4,9[+]72662346-72749852,9703,21519,4867,20211,5021,5122,33507,2346,22854
Rnf111,9[-]70425424-70503725,1601,2390,792,891,1110,395,1028,694,2348
Rsl24d1,9[+]73113426-73123333,820,1183,284,936,597,197,803,601,469
Gm22233,X[-]135506257-135506370,0,0,0,0,0,0,0,0,0
Ccnb2,9[-]70407692-70421547,410,394,171,199,769,78,214,171,221
Gm13134,4[+]154601197-154604202,0,0,0,0,0,0,0,0,0
Gm16224,4[-]135143421-135144285,0,4,0,0,6,0,0,0,0
Gm16135,10[+]62998779-62999689,3,0,0,0,0,0,0,0,0
Far1os,7[-]113530489-113564987,0,0,0,0,0,0,0,0,6
Gm11789,11[-]120526855-120531784,0,7,0,2,0,2,0,16,7
Gm15275,X[+]33282100-33282446,0,0,0,0,0,0,0,0,0
Gm15962,19[-]12706055-12721247,0,0,0,0,0,0,0,0,0
Slc36a1os,11[-]55191719-55197864,6,10,0,3,0,0,5,8,4
Gm12980,4[+]129379844-129380179,0,0,0,0,0,0,0,0,0
Crocc2,1[+]93168725-93231072,4,18,4,0,7,0,0,0,4
Gbp2b,3[+]142594847-142619179,79,23,0,0,16,0,95,39,139
Dnm3,1[-]161982453-162478034,151,246,121,149,159,344,296,90,244
Klhdc4,8[-]121796313-121829569,1567,3508,1314,792,2406,1672,699,563,980
Daam2,17[-]49456022-49564337,565,870,280,513,348,418,841,273,525
Gm25825,X[-]121308217-121308340,0,0,0,0,0,0,0,0,0
Ube2dnl1,X[+]114905012-114905941,0,0,0,0,0,0,0,0,0
Plekha1,7[+]130865756-130913312,336,451,235,218,293,215,380,255,412
Mrps28,3[-]8802146-8923918,1220,3627,2078,1558,1002,1702,1030,705,961
Gm22234,12[-]109319452-109319516,0,0,0,0,0,0,0,0,0
Vmn2r51,7[-]10087198-10105659,0,0,0,0,0,0,0,0,0
Thada,17[-]84190056-84466196,811,1122,260,312,510,157,400,351,632
Mnt,11[+]74830920-74845725,1459,3522,1930,455,2518,1354,1007,408,1255
Abcg8,17[+]84676302-84700333,2,0,0,0,0,0,0,36,0
Adcyap1,17[+]93199422-93205485,0,0,0,0,0,0,0,0,0
Slc25a46,18[-]31580168-31609902,437,692,574,3209,182,232,1439,846,2647
Polr2d,18[+]31789159-31796642,945,1808,593,689,675,469,818,552,735
Olfr1250,2[-]89653773-89661467,0,0,0,0,0,0,0,0,0
Olfr1253,2[-]89749467-89757090,0,0,0,0,0,0,0,0,0
Kbtbd2,6[-]56777524-56797813,507,488,86,937,309,106,714,423,1700
Plg,17[+]12378609-12419384,0,0,4,0,0,0,0,1095,0
2610301B20Rik,4[+]10874498-10899425,165,182,33,423,99,74,398,258,530
Gm5528,1[+]72004288-72004767,1,0,1,2,2,1,1,0,2
CT033781.3,13[-]68488998-68491389,0,0,0,0,0,0,0,0,0
Olfr727,14[+]50123186-50128746,0,0,0,0,0,0,2,0,0
Olfr48,2[-]89841793-89848205,0,0,0,0,0,0,0,0,0
Gm11696,11[-]109352835-109363654,244,552,269,108,156,74,16,93,214
Csn1s2a,5[+]87774567-87788797,0,0,0,0,0,0,0,0,0
4930465K10Rik,18[+]77714210-77715449,2,10,1,4,0,0,5,0,0
Gm22236,10[-]110904795-110904900,0,0,0,0,0,0,0,0,0
Gm45405,8[-]64910968-64911977,0,0,0,0,0,0,0,0,0
Slc2a9,5[-]38349273-38503143,257,353,131,153,169,39,174,115,218
Eif2ak4,2[+]118388618-118475234,747,893,446,448,493,220,668,300,767
Wdr1,5[-]38526813-38563221,8318,9850,4092,3149,5497,2883,4315,3888,5931
Zfp458,13[-]67254918-67269068,0,3,0,40,0,0,6,22,55
Soga1,2[-]157015799-157079254,469,987,435,400,481,417,570,178,361
Gm6161,1[+]9574548-9575649,15,3,1,39,1,0,31,7,91
Gm12464,3[+]100413560-100414575,0,0,1,0,0,0,0,0,0
Gm3880,X[-]102686292-102686972,0,0,0,4,0,0,0,4,0
Gm14682,X[+]66972654-66973177,0,0,0,0,0,0,0,0,0
Rpl23a-ps4,2[+]132662242-132662696,0,0,0,0,0,0,0,0,0
Gm5793,X[-]76538909-76539538,0,0,0,0,0,0,0,0,0
Gm13870,2[+]104537437-104538459,2,2,2,0,0,0,0,0,0
Gm11432,11[+]83687610-83688456,0,0,0,0,0,0,0,0,0
Gm7761,1[-]22984863-22987125,0,0,0,0,0,0,0,0,0
Gm45393,8[+]16547242-16549872,0,0,0,0,0,0,0,0,0
Olfr944,9[+]39201920-39218421,0,0,0,0,0,0,0,0,0
Gm8129,6[-]52346730-52346942,135,15,2,51,2,4,77,129,85
Gm45252,8[+]31003908-31004304,0,1,0,0,0,1,0,0,0
Pcolce2,9[+]95637601-95698096,844,2789,1205,384,758,1980,2293,285,423
Cd48,1[+]171682009-171705258,1343,64,8,237,30,15,689,771,2132
Rpl26-ps4,16[+]17711668-17712105,5,1,1,1,1,0,1,2,1
Clpx,9[+]65294260-65330658,1734,879,648,3497,258,226,1773,858,2438
Dxo,17[+]34837019-34839233,1102,2144,1426,658,1851,1528,905,820,641
Xaf1,11[+]72301629-72313733,678,1090,314,546,933,365,1178,656,846
Bptf,11[-]107033081-107132127,2657,2503,1250,1009,1744,735,1725,946,2687
Lrrc52,1[-]167445669-167466780,29,50,16,2,0,2,0,0,0
Gm25074,7[-]59776724-59776817,0,0,0,0,0,0,0,0,0
Ltbp4,7[-]27305136-27337692,4948,14145,10780,3793,6531,19956,8514,1560,4032
Sox30,11[+]45980310-46017994,14,37,25,9,19,25,20,8,10
Usp42,5[-]143710325-143732280,382,547,524,365,253,162,313,255,707
Gm11577,1[+]60700872-60701937,0,0,0,0,0,0,0,0,0
Gm23568,8[-]21456090-21456181,0,0,0,0,0,0,0,0,0
AC154141.1,7[+]83892262-83896397,11,5,4,26,3,2,21,8,47
Gm18056,7[+]21565325-21566134,0,0,0,0,0,0,0,0,0
Gm44893,7[+]132420030-132423713,0,0,0,0,0,0,0,0,0
Gm45102,7[+]67759317-67760173,4,6,8,2,3,18,21,8,12
Dlg2,7[+]90476672-90522791,2,12,3,32,0,1,31,13,43
Gm44609,7[-]66993968-66994427,2,1,1,0,1,1,1,1,4
Gm9711,7[+]144791996-144792322,0,1,1,1,0,0,0,0,0
Gm45064,7[+]89552366-89568079,0,0,0,0,0,0,0,0,0
Gm44692,7[-]68719170-68726467,0,0,0,0,0,0,0,0,0
Gm45157,7[+]58554920-58555320,0,0,0,0,0,0,0,0,0
Gm21863,12[+]19954505-19954840,0,1,0,0,0,0,0,0,0
B430219N15Rik,10[+]7780185-7781357,970,3451,2201,1115,467,1695,475,242,283
Gm13091,4[-]150566869-150568544,39,28,10,7,18,4,16,8,59
Gm27299,12[+]110674100-110674202,0,0,0,0,0,0,0,0,0
6030471H07Rik,4[-]84042039-84044879,0,0,0,0,0,0,0,0,0
BB218582,2[-]106642914-106650364,0,0,0,0,0,0,9,3,8
Gm27300,12[+]109544339-109544435,1,3,1,1,3,1,1,1,3
Gm27301,13[+]56703641-56703767,0,2,1,0,0,1,0,0,0
Mir6241,14[+]118258634-118258736,0,0,0,0,0,0,0,0,0
Mir6931,11[-]102999848-102999921,0,0,0,0,0,0,0,0,0
Mir6343,1[+]76509560-76509643,0,0,0,0,0,0,0,0,0
AC152062.1,10[-]80377167-80377552,0,0,0,0,0,0,0,0,0
Olfr387-ps1,11[+]73660049-73665867,0,0,0,0,0,0,0,0,0
Sfn,4[-]133600556-133602168,1036,2612,1523,126,2399,580,331,867,598
Neurl4,11[+]69901072-69913820,3168,5917,2415,1057,2437,2309,1308,1082,1782
Olfr370,8[+]83535780-83545227,0,0,0,0,0,0,0,0,0
Aadat,8[+]60505932-60545677,0,0,0,0,0,0,0,18,0
Atp5sl,7[+]25619414-25625551,2241,5519,3231,788,3282,2038,1090,1211,1514
Gm22238,9[-]107231621-107231708,0,0,0,0,0,0,0,0,0
Gm22239,2[+]10510461-10510563,0,0,0,0,0,0,0,0,0
Gm22240,19[-]47919192-47919273,1,1,1,0,1,1,1,1,1
Gm6578,6[-]12099518-12109583,0,0,0,0,4,2,0,1,0
Gm22242,9[+]52756908-52757025,0,0,0,0,0,0,0,0,0
Zfp474,18[+]52615915-52639830,0,0,0,0,0,0,0,0,0
Gm17159,14[-]41608857-41611107,0,0,0,0,0,0,0,0,0
Olfr374,8[+]72107040-72118200,0,2,0,0,0,0,0,5,15
Fxyd6,9[+]45370185-45396159,471,1152,346,132,607,631,458,182,377
Cyp2b19,7[+]26757142-26772630,0,0,0,0,0,0,0,0,0
Gm15061,X[+]146264952-146265997,0,0,0,0,0,0,0,0,0
Gm13345,2[-]19509090-19509317,0,0,0,0,0,0,0,0,0
Gm11901,4[+]27543178-27543614,0,0,0,0,0,0,0,0,0
Gm11251,4[+]73029819-73036074,0,0,0,0,0,0,0,0,0
Gm13902,2[-]106926565-106927169,0,0,0,1,0,0,1,1,1
Gm13924,2[-]109458248-109458733,0,0,0,0,0,0,0,0,0
Hsd11b1,1[-]193221634-193264075,5317,8337,3531,5885,5525,4312,12567,2832,4218
Gm3015,14[-]42763525-42768821,0,0,0,0,0,0,0,0,0
Atp5l2-ps,11[+]97768060-97768371,66,119,86,250,35,48,35,100,103
Gm21987,16[+]38347040-38362297,32,3,0,12,0,0,32,2,0
Gm6214,3[-]140839097-140839637,0,0,0,0,0,0,0,0,0
Gm21725,Y[-]13348521-13349063,0,0,0,0,0,0,0,0,0
Entpd4,14[+]69337174-69367270,2693,5286,2859,1420,1225,1275,1171,665,944
Vmn2r-ps16,4[+]146605105-146605481,0,0,0,0,0,0,0,0,0
Gm36978,Y[+]22588411-22589106,0,0,0,0,0,0,0,0,0
Vmn1r-ps28,6[+]89907677-89908618,0,0,0,0,0,0,0,0,0
Gm30341,3[+]18753077-18753365,0,0,0,0,0,0,0,0,0
Gm2053,1[-]4735046-4735676,0,0,0,0,0,0,0,0,0
Gm36979,2[+]118039843-118041480,0,0,0,0,0,0,0,0,0
Gm36980,1[-]169595784-169596939,0,0,0,0,0,0,0,0,0
Gm8146,1[+]181282046-181283892,0,3,2,0,1,2,0,2,0
Gm36981,3[-]84058968-84063452,3,2,0,8,8,0,2,8,8
Ighv5-8,12[-]113654964-113655424,0,0,0,0,0,0,0,0,0
Gm3739,14[-]7293648-7315049,8,0,0,28,0,0,13,82,105
AC124399.1,10[+]111156216-111157654,2,4,0,0,0,0,0,0,9
AC153943.2,10[+]57386423-57391155,0,0,0,0,0,0,0,0,0
AC153825.1,10[+]115269978-115270377,128,15,0,13,2,2,66,22,52
AC121788.1,10[-]71595847-71597129,0,0,0,0,0,0,0,0,0
AL589661.1,10[-]116972766-116973208,11,27,12,7,35,19,5,30,17
CT030169.1,12[-]6498124-6498615,1,0,0,0,0,0,0,0,0
AC154864.1,12[-]43955679-43961097,9,9,14,1,21,3,2,1,3
AC122210.1,10[-]126714005-126719394,0,0,0,0,0,0,0,0,0
AC152947.1,10[+]99609171-99658134,0,0,0,0,0,0,0,0,0
AC153977.1,10[-]15734912-15738822,0,0,0,0,0,0,0,0,0
Gm9889,3[+]115715150-115716728,12,32,7,27,15,20,27,31,29
Gm22815,9[+]9301391-9301452,0,0,0,0,0,0,0,0,0
A630001G21Rik,1[-]85717083-85778643,564,491,184,73,383,31,210,431,977
Zfp212,6[+]47920476-47932639,714,1325,614,371,861,543,471,310,673
Gm22816,5[+]90893380-90893496,0,0,0,0,0,0,0,0,0
Gm12703,4[-]95029963-95048370,0,0,0,0,0,0,1,0,0
AC163296.2,12[-]58923194-58924459,0,0,0,0,0,0,0,0,0
AC122013.2,12[+]105404019-105412005,0,0,0,0,0,0,0,0,0
Gm22818,15[-]86212554-86212657,0,0,0,0,0,0,0,0,1
2610021A01Rik,7[+]41599230-41628533,53,43,16,238,34,5,200,84,676
Gm22245,2[+]132717106-132717208,0,0,0,0,0,0,0,0,0
Gm22246,12[+]95619818-95619924,0,0,0,0,0,0,0,0,0
Gm22247,4[+]46495155-46495285,0,0,0,0,0,0,0,0,0
DQ267102,12[+]109656345-109656416,0,0,0,0,0,0,0,0,0
Gm22248,X[+]151384494-151384643,0,0,0,0,0,0,0,0,0
n-R5s215,1[+]85674882-85674985,1,1,1,1,2,0,1,1,1
Gm22249,5[+]38546458-38546593,0,0,0,0,0,0,0,0,0
Cyb5r3,15[-]83153494-83172592,10738,23924,13866,8970,8489,16164,12550,6332,4619
Rrp7a,15[-]83113433-83122801,3162,6839,3545,1934,4429,3369,2347,1974,2287
Amigo1,3[+]108186335-108192286,220,562,263,75,234,191,188,140,134
Efcab5,11[-]77089915-77188968,7,10,2,2,2,0,0,2,23
Zfp438,18[-]5210031-5334439,197,277,72,154,126,121,292,110,214
Wdr37,13[-]8802968-8871909,429,395,154,695,153,70,497,298,1431
Krt6b,15[-]101676034-101680289,0,0,4,0,0,0,0,0,0
1700027H10Rik,3[-]45416584-45439310,0,0,0,0,0,0,0,0,0
2900069G24Rik,1[+]181381178-181382488,0,0,0,0,0,0,0,0,0
Gm29208,9[-]106122079-106128095,0,0,0,0,0,0,0,0,0
Gm29667,1[+]100282791-100283280,452,831,193,79,161,80,160,32,46
Gm28596,Y[+]40843557-40844252,0,0,0,0,0,0,0,0,0
Gm28163,2[-]165601463-165601787,0,0,0,0,0,0,0,0,0
Gm28199,1[-]90974459-90975260,0,0,0,0,0,0,0,0,0
Gm28518,Y[-]33382665-33385900,0,0,0,0,0,0,0,0,0
Gm29161,Y[+]5340177-5340875,0,0,0,0,0,0,0,0,0
Olfr531,7[-]140399045-140402918,0,0,0,0,0,0,0,0,0
Sim2,16[+]94085260-94127032,0,0,0,6,0,4,0,0,0
Gm43119,5[+]111423589-111425710,0,0,0,0,0,0,0,0,0
AC151967.1,12[+]87266858-87266933,1,1,1,1,1,1,1,1,1
Sigmar1,4[-]41738493-41756157,5276,7154,1939,2486,2907,5266,5778,1433,2197
Mir6962,15[+]101193869-101193931,0,2,0,1,0,0,0,0,1
Gm8969,3[+]89820998-89821523,0,0,0,0,0,0,0,4,4
Gm43582,3[-]104634315-104634657,0,0,0,9,0,0,4,2,4
Gm43836,5[+]64558183-64558563,0,1,1,1,0,0,0,0,0
2010309G21Rik,16[+]19051367-19106749,10,6,0,0,0,0,2,30,31
Gm42814,3[+]88428936-88429395,17,17,6,41,16,4,30,43,13
Galt,4[+]41755228-41758695,1481,4621,2339,845,1690,2259,989,872,810
Ncan,8[-]70093085-70120873,366,424,327,527,121,466,395,133,111
Hunk,16[+]90386397-90499553,39,46,8,16,40,4,50,12,30
Borcs8,8[+]70139499-70167488,2137,5396,2653,783,2668,3064,1802,762,762
Gm17168,17[+]57041775-57047143,4,5,3,0,0,3,2,1,6
5330438I03Rik,1[-]166306741-166309585,2,0,12,0,0,0,10,0,0
Gm20718,6[+]58135885-58136143,0,0,0,0,0,0,0,0,0
Spanxn4,12[+]62687822-62688245,0,0,0,0,0,0,0,0,0
Prr13,15[+]102459028-102462806,3917,6838,3243,1488,6177,4197,2754,2726,2927
Vmn1r-ps142,17[-]20426432-20427283,0,0,0,0,0,0,0,0,0
CAAA01194877.1,9[+]13308214-13312446,0,2,0,8,0,0,8,25,31
Obox4-ps9,7[+]15023991-15025698,0,0,0,0,0,0,0,0,0
Gm21970,16[+]91391721-91419451,20,10,0,23,0,0,0,0,30
Gm43374,5[-]69221845-69224235,0,0,0,0,0,0,0,0,0
Gm18397,17[-]23086072-23086658,0,0,0,0,0,0,0,0,0
Vmn1r-ps20,6[-]58406413-58407327,0,0,0,0,0,0,0,0,0
Gm18838,6[-]61016851-61017736,0,0,0,0,0,0,0,0,0
Gm43988,6[+]130083660-130083771,0,0,0,0,0,0,0,0,0
Mta3,17[+]83706163-83821516,2883,6019,3014,1428,2962,3132,2427,1140,1787
Shisa8,15[-]82206952-82212815,62,210,107,28,194,37,24,120,64
Rps16-ps2,5[-]129128077-129128517,4491,8185,4163,358,8151,2359,1761,2095,1236
Gm8603,17[+]13516755-13518269,0,0,0,0,0,0,0,0,0
Gm44102,6[-]97579427-97581092,0,0,0,0,0,0,0,0,0
Gm6637,6[+]122295664-122296045,35,27,13,1,41,6,19,13,23
A230083G16Rik,6[+]124916863-124925844,32,78,45,35,33,47,34,20,31
Minpp1-ps,6[+]121116798-121118224,2,0,0,0,0,1,0,0,0
Tas2r124,6[+]132754730-132755659,0,0,0,0,0,0,0,0,0
Npn2,6[-]34726672-34726906,0,0,0,0,0,0,0,0,0
Gm44067,6[-]128843786-128846959,0,0,0,0,0,0,0,0,0
Gm5864,5[+]32420003-32420972,49,53,6,0,25,1,27,0,6
Gm20879,Y[+]89999717-90000411,0,0,0,0,0,0,0,0,0
Gm3302,5[+]95662305-95664998,0,0,0,0,0,0,0,0,0
Gm5302,6[-]25046503-25047298,0,1,1,1,1,0,0,0,2
Gm43197,6[-]3336772-3339354,54,40,4,35,31,0,57,0,434
4930500F04Rik,5[+]149847747-149864280,0,0,0,0,0,0,0,0,0
4930524B17Rik,6[-]19247899-19278843,0,0,0,0,0,0,0,0,0
2210412B16Rik,5[+]130131327-130131824,22,22,0,7,6,4,26,1,23
Gm42738,6[+]127767542-127768905,0,0,0,0,0,0,0,0,0
Gm42530,5[+]90922732-90924902,0,0,0,0,0,0,0,0,0
Btbd35f23,X[+]3076875-3078817,0,0,0,0,0,0,0,0,0
Gm28950,Y[+]52013770-52017009,0,0,0,0,0,0,0,0,0
Pate3,9[-]35645113-35648202,1,0,0,0,0,0,0,0,2
Olfr1484,19[+]13583511-13588832,0,0,0,0,0,0,0,0,0
Gm22046,7[-]59748956-59749049,0,0,0,0,0,0,0,0,0
Gm22252,7[-]59525899-59525977,0,0,0,0,0,0,0,0,0
Gm8266,14[-]5566713-5567904,0,0,0,1,0,0,0,0,0
Gm22253,7[-]59600776-59600854,0,0,0,0,0,0,0,0,0
Tcstv1,13[-]119893388-119894785,4,0,0,0,0,0,0,0,1
Gm44674,7[+]128728394-128729522,0,0,0,0,0,0,0,0,0
Gm22254,6[-]74505055-74505164,0,0,0,0,0,0,0,0,1
Gm22255,7[-]59510934-59511012,0,0,0,0,0,0,0,0,0
Gm23287,4[+]117210844-117210959,0,0,0,3,0,0,0,1,0
AC145736.2,9[+]104104436-104104800,0,0,0,0,0,0,0,0,0
Gm21718,14[+]51311497-51317768,0,0,0,0,0,0,0,0,0
AC110091.2,9[+]120179038-120279171,0,0,0,0,0,0,0,0,0
AC126554.6,12[+]87507772-87508264,0,0,0,0,0,0,0,0,0
AC124687.4,13[+]34711449-34715030,0,0,0,0,0,0,0,0,2
AC159294.1,12[+]27946042-27982234,0,0,0,0,0,0,0,0,0
CT485612.7,12[+]88334624-88335475,0,1,1,3,1,2,1,0,3
AC125409.3,12[-]99376596-99377248,2,3,0,0,3,0,2,0,0
AC162801.3,12[+]26150316-26150513,11,14,0,8,5,1,4,0,8
AC154636.2,12[-]17895312-17895472,0,0,0,0,0,0,0,0,0
AC124516.2,12[+]98523844-98526583,0,0,0,0,0,0,0,0,0
Inhbb,1[-]119415465-119422248,830,1753,748,765,1224,3912,2636,431,1768
Pax1,2[+]147361925-147393295,3,13,0,4,0,20,10,10,4
AC116589.8,13[+]65493490-65630774,0,0,0,0,0,0,0,0,0
AC154635.1,13[-]42302298-42304991,0,0,1,0,0,0,0,0,0
Clca3b,3[-]144822623-144849357,0,0,0,0,0,0,0,0,0
Apbb1,7[-]105558483-105581653,261,853,388,163,409,782,343,191,184
Gm26152,X[-]102856291-102856391,0,0,0,0,0,0,0,0,0
Strip1,3[-]107612532-107631694,2684,5701,2556,1078,2861,1881,1725,1009,1675
Lsm12,11[-]102162497-102185296,1217,2185,892,1874,1117,917,2001,999,1766
Tmem101,11[-]102152546-102156404,413,1214,657,416,674,815,509,217,411
Kif1a,1[-]93015464-93101951,106,224,82,95,148,155,118,85,151
Adam11,11[+]102761439-102780262,448,814,447,119,999,348,210,271,942
Ccdc43,11[-]102684686-102697782,301,187,102,723,103,113,446,427,882
Slc25a11,11[-]70644196-70647479,6474,12886,5355,4496,3079,2819,4162,2247,3351
Chrne,11[-]70614883-70619216,6,18,5,7,15,0,0,4,0
Eftud2,11[-]102838473-102880985,2840,4220,1837,926,2219,1177,1600,1329,1600
Higd1b,11[+]102835849-102838040,145,264,86,247,117,137,203,131,154
Gm9451,9[-]106121296-106121899,0,0,0,0,0,0,0,0,0
Gm28628,Y[-]2721836-2722099,0,0,0,0,0,0,0,0,0
Gm28664,Y[-]78356809-78367279,0,0,0,0,0,0,0,0,0
Gm28416,1[-]34523716-34524007,0,0,0,0,0,0,0,0,0
Gm22256,13[+]62466865-62466971,0,0,0,0,0,0,0,0,0
Mir543,12[+]109717258-109717333,0,0,0,0,0,0,0,0,0
Gm28437,1[-]24613189-24613971,639,561,1151,336639,1197,884,63154,962459,235584
Gm29185,1[+]73269064-73306360,0,0,0,0,0,0,0,0,0
1700025B11Rik,15[-]77558239-77561892,0,0,0,0,0,0,3,0,3
Gm29034,Y[-]79442960-79443274,0,0,0,0,0,0,0,0,0
Gm29060,Y[-]63680536-63691008,0,0,0,0,0,0,0,0,0
Gm525,11[+]89073841-89093040,45,97,85,24,49,100,59,47,25
Gm17542,10[-]58713606-58718210,0,0,0,0,0,0,0,0,0
Adamts9,6[-]92772699-92943492,1097,1530,735,2037,507,482,1405,666,1322
Prickle2,6[-]92370908-92706155,100,93,16,253,18,16,206,163,232
Gm43857,3[-]152391162-152394240,25,4,2,607,2,8,81,119,968
Gm43142,5[+]25710226-25710586,0,0,0,0,0,0,0,0,0
Gm32754,3[-]140904998-140917459,0,0,0,0,0,0,0,0,0
E030032P16Rik,5[+]98346394-98349324,0,0,0,0,0,0,0,0,0
Gm43858,3[+]152386260-152388037,46,15,0,29,4,0,27,8,79
Gm43022,5[+]43528626-43532893,0,0,0,2,0,0,0,0,0
Gm17268,11[-]82028224-82038562,0,0,0,0,0,0,0,0,0
Gm43114,5[+]44355705-44356047,0,0,0,0,0,0,0,0,0
Ighv8-15,12[-]115844016-115844309,0,0,0,0,0,0,0,0,0
Gm6602,3[+]111881903-112082001,0,0,0,0,0,0,0,0,0
Gm45099,7[-]67429073-67443933,0,0,0,1,6,0,0,0,0
Gm22258,7[-]59799444-59799537,0,0,0,0,0,0,0,0,0
Gm44968,7[+]81205010-81210876,4,3,0,4,0,2,2,0,0
Bbs5,2[+]69647171-69667571,10,31,18,154,6,22,92,47,163
Clip2,5[-]134489383-134552434,1190,2768,1461,586,1452,2215,1390,747,805
Gm44679,7[+]91519115-91522022,0,0,0,0,0,0,0,0,0
Gm44995,7[+]89338370-89346288,1,0,0,8,0,0,0,6,0
Gm22260,1[-]25279445-25279551,0,0,0,0,0,0,0,0,0
Kcnma1,14[-]23289431-24004859,67,42,10,12,24,19,30,10,24
Prmt1,7[-]44975989-44986568,2587,6057,2174,1433,3199,1813,1685,1313,1881
Pirt,11[+]66911981-66929876,0,0,0,0,0,0,0,0,0
Gm17271,15[+]76797696-76798050,0,0,0,4,2,0,1,1,0
Arf1,11[-]59211412-59228270,5705,13164,20921,12094,6036,16489,15338,4912,10917
Znfx1,2[-]167035793-167063015,4630,1485,2936,2036,873,2817,4492,1201,2750
n-R5s37,16[-]61373027-61373144,0,0,0,0,0,0,0,0,0
Gm17225,3[-]126432883-126439269,0,0,0,0,0,0,0,0,0
Tenm4,7[+]96171246-96911093,3112,2244,1154,1726,1011,1717,3173,617,2401
Gm25078,X[-]45795361-45795467,0,0,0,0,0,0,0,0,0
Nup133,8[-]123897123-123949265,1018,1466,428,582,597,278,842,377,875
Fam26d,10[-]34038784-34044310,0,0,0,0,0,0,0,0,0
Gm44933,7[-]84435993-84439226,0,0,0,0,0,0,0,0,0
Gm37917,9[+]98767930-98768321,1,0,1,0,1,0,1,0,2
Gm36983,3[+]23072419-23074921,0,0,0,0,0,0,0,0,0
Rnu3b4,11[+]87462286-87462501,1,10,6,9,10,1,2,9,1
Gm43203,3[+]35845342-35845899,7,6,0,4,2,0,0,0,24
Gm43507,5[+]44641484-44662153,0,0,0,0,0,0,0,0,0
Immp2l,12[+]41024090-41955588,563,1192,472,1009,483,410,688,370,431
Gm6615,5[+]57460160-57460790,0,0,0,0,0,0,0,0,0
Gm2404,5[-]133919159-133920002,1,0,0,0,1,0,1,0,1
Mir3084-1,19[-]24942235-24942303,0,0,0,0,0,0,0,0,1
2510017J16Rik,5[+]3585112-3586374,3,4,0,6,0,0,3,4,52
AC131283.2,10[-]3117805-3118987,0,0,0,0,0,0,0,0,0
CT025619.3,9[+]41618992-41621303,0,0,0,0,0,0,0,0,0
AC151843.2,10[-]92223004-92223474,3,0,0,6,0,0,6,4,7
AL772265.3,2[+]86503661-86504247,0,0,0,0,0,0,0,0,0
AC153556.3,10[+]21100560-21102226,0,0,0,0,0,0,0,0,0
AC165442.1,10[+]42018216-42018810,0,0,0,0,0,0,0,0,0
Gm30043,3[+]82754524-82759860,0,0,0,0,0,0,0,0,0
Hist3h2ba,11[+]58948920-58949533,112,270,146,10,194,82,43,40,83
Gm19445,3[-]33073919-33076356,0,0,0,1,0,0,0,2,4
Gm36984,1[-]34610572-34610806,0,0,0,0,0,0,0,0,0
Speer4c,5[-]15709501-15714271,0,0,0,0,0,0,0,0,0
Klf14,6[-]30956023-30959078,14,44,2,10,4,81,53,20,36
Aoah,13[+]20794113-21036617,372,273,42,123,150,34,353,126,167
Gm36986,1[-]55960404-55960756,0,0,0,0,0,0,0,0,0
Gm36987,Y[-]14525080-14528058,0,0,0,0,0,0,0,0,1
Gm8010,1[+]178143301-178144272,0,0,0,0,0,0,0,0,12
Trim27,13[+]21179445-21194724,1343,2026,536,650,1691,738,907,963,1466
Zkscan3,13[-]21387013-21402755,2168,1524,493,3399,461,243,3387,706,5102
Gm36989,18[+]35574907-35577066,0,0,0,20,0,0,0,0,87
Ighv13-1,12[-]114267613-114267906,0,0,0,0,0,0,0,0,0
Pak2,16[-]32016290-32079342,2588,2404,804,2601,1205,411,2577,1386,5138
Meltf,16[+]31878810-31899020,0,9,0,0,0,0,0,0,0
Spag6l,16[-]16753016-16829456,0,0,0,0,0,0,0,0,2
Slc6a14,X[+]21714896-21742355,0,0,0,0,0,0,0,0,2
Gm9244,7[+]41247021-41251605,0,0,0,0,0,0,0,0,0
Wdr53,16[+]32247227-32257083,445,688,133,232,343,323,529,295,377
Dnm1l,16[-]16312235-16359030,553,368,190,3363,163,50,1022,153,3814
Fgd4,16[-]16416917-16600549,127,60,5,521,10,6,152,134,480
Gm498,7[+]143866838-143900046,0,0,0,0,0,0,0,0,0
Gm22261,2[-]147250462-147250785,0,0,0,0,0,0,0,0,0
