st_gene_id	gene_id	gene_symbol	exp_I_0_1	exp_I_0_2	exp_I_0_3	exp_I_2_1	exp_I_2_2	exp_I_2_3	exp_I_7_1	exp_I_7_2	exp_I_7_3
G10090_10087	232811	Kmt5c	6.3	5.98	5.99	10.66	9.71	10.17	8.34	8.33	7.86
G10090_18892	66997	Psmd12	49.43	47.58	50.1	40.94	42.48	45.38	29.14	27.4	26.45
G10090_10139	74682	Wdr35	8.48	8.44	7.99	9.67	8.37	8.79	6.82	6.82	6.9
G10090_12789	244209	Cyp2r1	0.66	1.09	1.46	1.16	1.36	1.16	1.79	1.5	0.87
G10090_31017	105245097	Gm40595	4.6	5.04	5.65	6.78	7.46	7.01	4.02	4.39	5.08
G10090_28230	13389	Dll3	0	0	0	0.06	0.17	0.03	0.03	0.03	0
G10090_13838	75423	Arl5a	88.32	95.26	93.25	54.39	51.63	53.27	54.61	51.93	52.67
G10090_23550	108679	Cops8	35.9	35.2	34.37	32.35	32.73	30.69	23.77	25.02	21.86
G10090_958	246691	Prok1	0	0.03	0.01	0.01	0.01	0	0.01	0	0
G10090_19781	79554	Cptp	10.25	9.02	9.64	6.34	6.84	5.91	6.78	5.72	6.22
G10090_31527	50724	Sap30l	9.14	9.57	7.71	8.24	9.06	8.97	8.81	7.08	9.57
G10090_19073	22761	Zfpm1	12.98	10.8	13.45	8.15	8.9	8.55	13.04	13.91	13.83
G10090_26677	56530	Cnpy2	43.68	36.58	38.01	66.18	70.1	74.59	59.44	58.68	61.48
G10090_11405	408065	Zfp456	0.52	0.32	0.37	0.19	0.23	0.3	0.69	0.71	0.63
G10090_15725	57278	Bcam	4.5	5.15	4.53	1.86	2.04	2.43	3.15	2.66	3.34
G10090_14840	107765	Ankrd1	34.64	26.23	35.34	0.57	0.21	0.31	4.39	3.71	2.63
G10090_7409	432478	Tmprss9	0.02	0	0	0	0	0	0.02	0	0.02
G10090_24512	230991	Fndc10	7.6	6.08	6.31	13.74	15.02	13.98	15.34	14.85	14.88
G10090_20742	72341	Elp6	3.43	3.83	3.24	2.42	2.23	1.91	2.43	2.16	2.29
G10090_16896	15331	Hmgn2	169.52	172.13	160.61	265.69	251.51	257.64	80.62	82.76	78.84
G10090_21065	18764	Pkd2	40.32	41.94	41.97	36.66	34.73	36.13	49.29	49.67	52.87
G10090_17784	68099	Fam92a	20.63	22.68	21.62	16.31	17.45	18.02	17.98	15.52	14.76
G10090_9783	76784	Mtif2	7.92	7.47	7.38	9.16	8.1	9.24	7.39	7.01	6.68
G10090_25815	54366	Ctnnal1	2.14	2.27	2.24	0.96	0.91	0.81	2.31	2.89	3.15
G10090_27000	16012	Igfbp6	136.57	113.54	126.07	46	51.89	50.53	328.63	305.13	284.81
G10090_1119	170744	Tlr8	0.03	0.01	0.01	0.14	0.22	0.06	0.22	0.21	0.06
G10090_15074	73936	Ccdc175	0	0.02	0	0	0	0.02	0.02	0	0
G10090_15008	207259	Zbtb7c	2.63	3.05	2.49	0.99	0.99	1.02	0.99	1.29	1.32
G10090_19198	56612	Pfdn5	87.53	72.57	76.91	93.61	99.67	95.9	113.39	88.92	98.64
G10090_15288	208795	Tmem63a	23.61	22.86	23.85	14.5	13.46	12.36	19.34	19.97	18.9
G10090_30471	238330	Irf2bpl	21.09	20.58	19.97	20.97	20.4	20.21	21.91	21.41	23.17
G10090_30481	80289	Lysmd3	7.96	9.03	8.36	6.62	6.36	7.38	7.31	7.6	7.31
G10090_6476	216869	Arrb2	4.86	4.39	3.79	5.79	5.41	5.06	4.8	4.15	4.41
G10090_2369	13207	Ddx5	163.89	166.04	168.38	210.9	192.87	208.07	156.75	159.68	154.69
G10090_63	237831	Slc13a5	0	0	0	0.03	0.03	0.02	0.03	0	0.03
G10090_25757	56534	Hspb3	0.09	0.09	0	0	0	0	0	0.09	0
G10090_4489	56070	Tcerg1	26.57	27.78	29.94	25.85	24.11	25.43	15.32	14.61	15.42
G10090_1914	232196	C87436	4.13	3.35	3.36	4.91	4.54	4.44	4.79	5.84	5.29
G10090_4470	101055676	LOC101055676	0.29	0.02	0.32	0.27	0.57	0.58	0.74	0.87	0.36
G10090_13353	12387	Ctnnb1	148.79	149.66	149.07	153.91	157.79	163.62	154.91	154.29	144.92
G10090_22687	432486	Gnptab	18.44	18.74	17.46	30.82	29.03	26.86	18.38	18.28	17.78
G10090_33305	17388	Mmp15	0.8	0.94	0.63	0.8	1	0.69	0.95	1.15	1.25
G10090_29729	100033459	Ifi208	0	0.03	0	0	0.03	0.06	0	0	0
G10090_9558	211323	Nrg1	3.74	4.05	4.03	0.41	0.32	0.23	1.63	2.71	3.02
G10090_14799	326622	Upf2	10.14	9.01	9.7	9.52	10.12	10.36	9.88	9.7	9.24
G10090_14628	213945	Col28a1	2.35	2.83	2.23	3.71	5.83	4.04	45.87	56.27	54.6
G10090_18521	102639822	Gm36044	0.18	0.03	0.06	0	0	0	0	0	0.07
G10090_3310	74202	Fblim1	39.28	36.41	37.61	3.29	3.68	3.69	19.68	21.93	22.37
G10090_29855	23980	Pebp1	141.26	125.74	130.41	167.09	175.86	188.97	143.21	128.35	135.89
G10090_19289	19360	Rad50	10.38	12.25	12.23	10.98	11.16	12.02	8.9	9.21	9.03
G10090_17023	96875	Prg4	2.86	2.96	2.93	244.52	223.46	227.43	45.67	49.89	49.29
G10090_24535	75796	Cdyl2	1.38	1.19	1.17	0.83	0.92	1.1	0.8	0.96	1.09
G10090_9271	242687	Wasf2	46.47	47.85	44.86	36.8	36.26	34.01	41.55	44.43	43.22
G10090_32800	236900	Pdk3	31.95	31.96	31.97	39.86	43.82	42.22	29.01	27.08	27.52
G10090_24418	108167848	Gm12258	0.92	1.15	0.93	1.19	1.1	1.41	1.74	1.78	1.61
G10090_15056	18000	2-Sep	120.45	129	126.09	101.8	106.91	109.16	101.28	97.9	94.31
G10090_173	105782	Scrib	11.96	11.73	12.25	11.72	11.33	11.22	7.52	7.59	7.19
G10090_12248	76453	Prss23	302.34	303.86	288.9	161.36	158.15	179.39	273.47	285.51	309.28
G10090_24810	20856	Stc2	3.75	4.53	4.23	0.42	0.44	0.44	2.67	3.44	2.17
G10090_13697	52132	Ccdc97	20	18.88	19.99	17.19	18.01	16.64	16.22	16.65	18.09
G10090_13594	235442	Rab8b	13.89	14.19	13.38	8.41	8.07	8.26	11.3	10.31	11.19
G10090_15219	15445	Hpd	0	0	0	0	0	0	0.05	0	0
G10090_8564	74011	Slc25a27	0.48	0.57	0.61	0.72	0.76	0.71	1.83	1.72	1.65
G10090_15973	216725	Adamts2	38.72	40.59	38.96	124.77	131.1	121.2	155.96	160.23	156.34
G10090_16409	320910	Itgb8	0.17	0.18	0.27	0.88	0.53	0.78	0.21	0.11	0.17
G10090_57	432838	Gm5460	0	0	0	0.03	0	0.03	0.09	0.29	0.25
G10090_3999	227358	Erfe	2.87	2.62	2.61	0.31	0.32	0.46	0.12	0.23	0.17
G10090_27830	54632	Ftsj1	5.6	4.81	4.66	6.13	6	6.04	3.78	4.18	3.12
G10090_15782	68509	Ptx4	0	0	0	0	0	0	0	0.04	0
G10090_15572	72722	Fam98a	31.17	34.37	32.41	28.24	30.4	32.68	15.81	14.53	15.59
G10090_32245	75620	Kxd1	16.46	14.81	16.3	20.16	21.47	21.4	23.58	25.17	23.45
G10090_21150	215494	Pomgnt2	2.38	2.45	2.64	4.81	4.65	4.58	5.25	5.59	4.82
G10090_32201	381359	Prdm12	0	0	0	0	0	0.02	0	0	0
G10090_2362	231583	Slc26a1	0.29	0.25	0.26	0.09	0.18	0.03	0.18	0.24	0.2
G10090_473	382014	Ano8	8.14	8.01	8.7	7.06	7.28	7.14	8.05	7.95	8.21
G10090_25903	70387	Ttc9c	18.13	17.74	18.87	14.74	13.32	14.39	11.26	11.42	10.13
G10090_6349	626215	Gm6657	0	0	0	0.02	0	0	0	0	0.04
G10090_3666	19156	Psap	297.1	288.51	278.5	466.72	447.74	453.51	632.98	646.19	570.59
G10090_29722	67939	Prorsd1	4.24	4.57	4.65	4.11	4.53	4.8	4.11	3.55	2.93
G10090_3351	104836	Cbll1	6.27	6	6.73	6.76	6.74	6.41	5.55	5.71	5.53
G10090_14545	626802	Gm14322	3.17	3.21	3.11	2.85	3.27	3.48	3.23	3.62	3.27
G10090_25898	12555	Cdh15	0.02	0.02	0.08	0	0	0	0.02	0.08	0
G10090_30137	14625	Gykl1	0	0	0	0	0	0	0.03	0	0
G10090_19210	474156	Zbtb9	4.22	4.26	4.33	4.7	4.65	6.04	3.89	3.7	4.08
G10090_11187	16542	Kdr	0.49	0.76	0.69	0.36	0.13	0.35	0.32	0.32	0.41
G10090_25326	98956	Nat10	10.87	11.56	11.7	12.67	13.3	12.19	7.48	7.43	7.13
G10090_1467	70784	Rasl12	1.5	1.4	1.56	1.29	0.88	1.54	1.69	2.16	1.92
G10090_28734	93706	Pcdhgc3	76.7	79.59	76.07	100.81	103.1	97.27	156.75	162.94	167.33
G10090_29192	226153	Twnk	4.46	5.23	5.41	5.98	5.43	5.31	4.25	4.43	4.12
G10090_1164	11746	Anxa4	29.24	25.48	26.73	16.1	17.77	16.23	56.39	57.2	51.15
G10090_20418	66054	Cndp2	45.23	44.87	45.47	30.58	34.75	33.05	49.92	46.36	44.78
G10090_21123	78414	1700034E13Rik	0	0	0.17	0	0	0	0	0	0
G10090_18647	234730	Fuk	2.35	2.22	2.24	2.99	3.14	2.99	2.88	2.5	2.44
G10090_4394	101055630	101055630	0	0	0	0	0	0	0	0.06	0
G10090_28534	19981	Rpl37a	280.89	224.48	240.94	351.45	310.63	369.85	291.52	255.21	247.74
G10090_1713	71898	Apol9b	2.88	2.4	4.35	0.08	0.15	0.08	1.58	0.99	0.54
G10090_24650	20855	Stc1	1.83	2.22	2.13	0.77	0.75	0.81	2.32	2.75	2.89
G10090_26655	100043684	Amy2a4	0	0.01	0.01	0.01	0	0	0.02	0.01	0
G10090_3185	53333	Tomm40	54.94	46.21	53.18	42.68	43.2	41.27	21.55	20.4	21.68
G10090_19950	100689	Spon2	32.24	32.89	30.31	26.24	24.26	28.21	41.91	37.33	36.73
G10090_861	330230	Zfp853	0.15	0.21	0.05	0.08	0.08	0.01	0.21	0.28	0.22
G10090_3506	231148	Ablim2	0.07	0	0.05	0.05	0.04	0.05	0.6	0.5	0.5
G10090_4695	77794	Adamtsl2	0.11	0.04	0	0.69	0.98	1	1.41	1.87	1.14
G10090_351	67760	Slc38a2	130.98	128.95	134.23	124.54	113.98	120.51	96.25	92.98	98.67
G10090_1577	232974	Gm4881	0.04	0	0	0	0	0.04	0	0	0
G10090_17705	193670	Rnf185	8.92	9.58	9.04	8.64	7.91	8.07	12.49	13.34	11.26
G10090_18483	241593	Pin1rt1	0	0	0	0	0	0	0	0	0.15
G10090_22782	20054	Rps15	827.85	699.34	701.7	1040.84	1046.5	1058.7	949.47	786.58	776.82
G10090_15773	208650	Cblb	13.78	13.29	13.74	49.82	44.1	44.79	29.9	28.17	28.18
G10090_8700	207227	Stxbp5l	0	0	0	0	0	0	0	0	0.01
G10090_27720	18348	Olfr49	0	0	0	0	0.13	0.13	0	0.06	0
G10090_8940	58523	Elp2	27.42	25.65	27.09	34.97	37.05	37.14	23.37	23.19	22.23
G10090_22182	408198	Spink7	0	0.02	0	0.02	0	0	0	0	0
G10090_4980	16511	Kcnh2	1.72	1.48	1.74	0.03	0.12	0.14	0.49	0.42	0.48
G10090_9073	192188	Stab2	0.06	0.08	0.02	0.01	0.03	0.03	0.08	0.08	0.12
G10090_33173	19700	Rem1	1.74	1.51	2.39	1.58	0.96	1.57	0.64	0.46	0.51
G10090_15190	619605	Zcchc17	21.54	20.16	19.39	27.14	25.04	28.77	15.99	13.7	14.68
G10090_29422	56448	Cyp2d22	2.13	2.03	1.87	13.37	12.4	14.51	4.32	4.68	4.23
G10090_18137	14706	Gng4	0.11	0.25	0.17	0.17	0.14	0.13	0.36	0.31	0.36
G10090_14485	67809	Rmdn3	9.47	10.1	9.53	12.43	11.77	11.9	8.45	8.62	8.95
G10090_12967	107448	Unc5a	1.63	1.38	1.53	3.63	3.83	3.85	1.91	1.65	1.64
G10090_26120	227580	C1ql3	0.61	0.54	0.79	0.06	0.1	0	0.29	0.38	0.66
G10090_22977	101056225	Gm29801	0.36	0.4	0.42	2.38	3.07	2.38	3.6	4.37	4.59
G10090_19270	17279	Melk	16.19	14.71	16.38	9.49	9.4	11.47	1.28	1.3	1.58
G10090_14070	22627	Ywhae	347.93	340.85	348.93	266.31	276.81	263.02	191.04	184.77	185.07
G10090_25024	56724	Cript	23.06	27.53	22.16	26.73	25.47	30.24	25.46	23.67	22.61
G10090_14644	66821	Bcs1l	6.61	7.43	6.69	9.85	10.98	11	8.2	7.42	7.61
G10090_291	224650	Anks1	3.67	4.1	3.07	4.94	4.58	4.63	5.38	5.34	5.64
G10090_25524	72568	Lin9	5.98	6.04	6.47	4.1	3.94	3.54	1.39	1.31	1.42
G10090_26728	242100	Pglyrp3	0.12	0.08	0.02	0	0	0	0	0	0.06
G10090_2710	116810	Foxn4	0	0	0	0	0	0	0	0	0.02
G10090_68	57261	Brd4	32.64	32.53	34.43	35.3	32.78	30.23	27.27	29.99	30.14
G10090_19060	67874	Rprm	0.42	0.75	0.64	0.74	0.98	0.85	1.25	1.56	1.92
G10090_27271	224344	Rbm11	0.04	0.09	0.13	0.07	0.13	0.4	0.22	0.04	0.05
G10090_10216	69596	Ap5s1	9.11	8.37	8.11	6.95	6.7	6.22	10.38	11.46	8.94
G10090_17162	100504518	3425401B19Rik	0.16	0.08	0.06	0.01	0	0	0.03	0.14	0.05
G10090_15351	244859	Ankk1	0.09	0.07	0.18	0	0	0	0.11	0	0.02
G10090_6165	57316	C1d	12.17	13.74	13.09	12.93	9.96	12.24	11.08	11.11	11.71
G10090_11424	102640263	Gm36375	0	0	0	0.01	0.01	0	0	0	0
G10090_18195	229861	Gm567	0	0	0.14	0	0	0	0	0	0
G10090_11272	380752	Eipr1	7.84	7.25	6.35	6.96	6.59	6.85	5.47	4.94	6.29
G10090_24432	67525	Trim62	3.19	3.12	2.86	4.15	4.27	4.39	2.54	2.73	3.37
G10090_19163	100201	Tmem64	14.63	16.44	15.39	11.83	11.26	12.01	13.15	12.69	13.92
G10090_1500	73847	Fam110a	10.49	9.69	10.92	4.1	3.33	3.44	9.88	8.52	10.06
G10090_16482	213019	Pdlim2	19.57	17.72	17.43	4.6	7.04	5.96	35.03	30.15	29.88
G10090_31590	97112	Nmd3	25.16	26.08	26.74	25.03	24.82	26.51	14.65	15.18	16.81
G10090_21083	209760	Tmc7	0.8	0.74	0.78	0.72	0.77	0.71	0.44	0.43	0.38
G10090_267	12972	Cryz	4.52	5.53	4.34	7.49	7.52	7.89	7.55	7.73	7.61
G10090_30252	272381	Lrrc4b	0.02	0	0	0	0	0	0	0	0
G10090_5307	17880	Myh11	9.26	11.06	10.61	0.91	0.63	0.44	3.2	2.89	2.37
G10090_21711	102636131	Gm13067	0.31	0.19	0.37	0.09	0.16	0.17	0.16	0.14	0.02
G10090_17954	66916	Ndufb7	69.47	73.14	70.02	59.12	55.28	65.14	59.37	45.43	47.27
G10090_10788	67804	Snx2	30.18	31.42	31.97	37.6	36.78	37.72	45.95	41.92	43.31
G10090_14040	68214	Gsto2	0.85	0.85	0.4	0.05	0.15	0.2	0.76	0.6	0.44
G10090_2384	217030	Synrg	2.57	2.97	2.83	3.84	3.32	3.35	3.97	4.05	4.1
G10090_32942	18582	Pde6d	27.54	26.45	22.46	25	22.68	23.74	25.74	23.08	25.17
G10090_12866	212073	Syne3	4.23	3.74	3.96	4.01	4.59	4.09	4.62	5.73	5.4
G10090_21969	64010	Sav1	53.63	61.87	58.18	145.13	138.78	136.83	55.04	53.72	54.94
G10090_17016	17312	Clec10a	0.04	0	0.04	0.04	0.17	0.08	0.12	0.04	0.09
G10090_19967	20868	Stk10	2.49	2.7	3.27	1.22	1.19	1.31	1.93	1.85	2.28
G10090_94	66423	Coprs	7.82	6.21	6.91	8.1	9.21	8.68	8.39	5.74	9.02
G10090_8707	68730	Dus1l	8.03	6.66	6.49	11.2	10.75	10.59	5.33	4.27	5.04
G10090_16044	72043	Sulf2	47.57	49.21	44.79	155.74	165.97	149.89	169.42	175.47	170.28
G10090_15510	381633	Gm1673	3.42	5.6	4.98	3.16	4.75	5.24	4.55	5.14	3.62
G10090_11155	12265	Ciita	0	0	0	0.02	0.03	0.02	0.02	0	0
G10090_14007	240396	Mex3c	20.2	22.15	20.97	13.76	14.24	14.92	17.81	18.04	17.6
G10090_18272	102443351	Xntrpc	0.42	0	0	0.4	0.44	0.37	0	0.32	0.42
G10090_32184	619325	I920046F24Rik	0	0	0.03	0	0	0	0	0	0
G10090_29759	67602	Necap1	26.42	29.16	28.22	20.12	19.04	17.73	16.55	15.13	15.49
G10090_31279	58992	F12	0.03	0	0	0	0	0	0	0	0
G10090_4605	18081	Ninj1	11.95	9.09	10.69	16	16.08	18.18	9.5	9.04	7.85
G10090_22480	12492	Scarb2	10.5	11.53	11.32	25.17	27.47	29.3	33.34	34.09	28.93
G10090_1927	268390	Ahsa2	17.44	16.2	16.28	16.36	14.23	18.51	11.13	11.93	11.5
G10090_12189	216705	Clint1	62.35	63.42	66.04	53.24	53.15	53.27	46.24	47.19	45.49
G10090_10618	67628	Anp32b	153.62	165.54	166.92	129.68	131.66	150.47	66.22	65.11	63.72
G10090_29702	66404	Rtf2	21.47	20.44	19.72	20.18	21.03	22.72	23.28	22.29	22.32
G10090_9726	24000	Ptpn21	13.04	12.96	14.33	2.96	3.28	2.98	9.48	10.09	8.88
G10090_16870	215015	Fam20b	20.15	21.56	21.59	18.4	20.14	20.56	19.6	19.28	20.67
G10090_24032	215085	Slc35f1	0.08	0.13	0.09	0.02	0.02	0	0.02	0.09	0
G10090_2814	67070	Lsm14a	37.73	38.7	37.83	28.28	30.2	31.12	34.28	35.71	34.08
G10090_17933	224129	Adcy5	1.48	1.38	1.28	9.17	9.91	9.08	4.84	5.1	5.19
G10090_33609	65114	Vps35	67.76	70.49	69.19	50.3	48.67	52.64	62.05	59.79	57.33
G10090_18345	65112	Pmepa1	64.28	55.73	64.48	26.07	25.7	27.5	49.35	55.25	51.01
G10090_10600	17357	Marcksl1	115.76	108.42	108.92	71.37	67.05	62.6	67.67	67.53	61.92
G10090_4024	109135	Plekha5	5.93	5.06	5.52	4.81	4.81	5.3	6.09	6.35	6.68
G10090_28122	100101919	Dnah7c	0	0.02	0	0	0.01	0.01	0.01	0.03	0.03
G10090_11040	216848	Chd3	38.71	45.11	41.05	22.56	23.66	24.58	51.17	51.5	55.13
G10090_30774	18196	Nsg1	22.66	22.79	21.62	36.3	34.77	39.3	23.06	22.4	21.66
G10090_6700	232334	Vgll4	17.65	17.7	17.09	25.35	22.89	20.67	17.59	18.59	19.14
G10090_4055	233103	4931406P16Rik	13.45	14.75	14.64	11.4	10.06	9.49	12.58	13.5	13.59
G10090_3551	18639	Pfkfb1	2.54	2.26	2.13	1.68	2.6	1.59	1.69	1.84	2.24
G10090_11994	22248	Unc119	5.53	5.54	4.9	4.01	4.94	6.16	13.1	13.13	13.22
G10090_26198	21937	Tnfrsf1a	113.17	109.08	107.33	276.5	276.98	283.1	186.61	184.44	187.46
G10090_3966	76273	Ndfip2	12.55	12.09	13.15	10.87	11.53	11.72	9.6	9.33	9.43
G10090_30448	100044193	Gm20939	0.81	0.77	0.89	0.66	0.79	0.72	0.81	0.64	0.95
G10090_28287	13346	Des	11.97	11.58	12.75	0.18	0.27	0.35	1.59	0.96	1.1
G10090_18516	56847	Aldh1a3	25.41	24.61	24.22	2.66	2.78	2.14	18.69	17.95	18.95
G10090_6717	230700	Foxj3	9.92	10.96	10.88	10.37	9.79	9.65	10.57	11.85	11.13
G10090_23280	67718	Lce1h	1.55	1.03	1.2	0	0	0	0.1	0	0.11
G10090_14634	218194	Phactr1	3.25	3.25	3.44	0.2	0.27	0.24	1.69	1.58	2.05
G10090_29841	18788	Serpinb2	1.42	0.92	1.72	1.32	0.83	0.98	1.09	1.06	1.25
G10090_4871	54004	Diaph2	5.38	5.51	6.5	8.73	8.34	7.4	6.16	6.04	6.13
G10090_18130	74257	Tspan17	10.23	9.52	8.88	5.81	7.61	6.34	12.91	12.02	13.56
G10090_28913	387285	Hcrtr2	0.03	0	0	0	0	0.02	0	0	0
G10090_8380	104303	Arl1	126.71	119.95	122.61	111.87	109.53	112.46	120.26	111.98	131.88
G10090_1238	110829	Lims1	50.64	52.9	51.4	30.77	29.03	31.53	28.41	26.76	26.07
G10090_28093	22599	Slc6a20b	0	0	0.02	0	0	0	0	0.04	0
G10090_2968	29861	Dpf1	2.98	3.03	3.29	2.66	3.27	3.47	1.78	1.64	1.6
G10090_21039	26569	Slc27a4	14.66	14.18	13.62	17.86	16.91	17.6	11.74	12.55	12.4
G10090_9235	72167	Thumpd2	2.61	2.85	2.86	2.87	3.15	3.26	2.94	2.57	2.43
G10090_1040	207278	Fchsd2	11.4	12	12.07	7.63	7.49	7.06	12.81	12.53	13.07
G10090_6778	216345	Zfc3h1	11.04	11.08	11.4	10.89	10.09	10.28	13.65	14.62	14.09
G10090_8520	12606	Cebpa	15.93	16.55	15.23	103.1	104.46	83.06	50.98	56.62	57.59
G10090_17545	327951	Cyb5d1	20.59	19.76	19.54	21.64	22.24	20.81	19.22	18.45	19.11
G10090_17344	666584	BC024063	0.84	1.15	1.18	1.67	1.49	1.86	1.37	1.16	1.68
G10090_5738	215418	Csrnp1	6.71	5.41	7.06	4.94	3.87	4.51	2.11	1.86	1.74
G10090_21284	71973	Rbpms2	7.92	6.5	6.34	1.46	1.92	2	3.87	3.97	3.34
G10090_11038	17181	Matn2	2.99	3.55	2.88	24.39	26.43	24.81	40.07	38.82	38.45
G10090_29661	68693	Hnrnpul2	48.94	50.64	54.07	48.99	49.43	49.3	37.94	38.78	41.07
G10090_7524	17691	Sik1	8.66	8.52	8.72	14.07	11.72	11.96	6.11	6.35	6.25
G10090_20821	70316	Ndufab1	69.53	58.62	62.77	75.33	64.74	73.17	49.02	46.07	51.31
G10090_12627	65100	Zic5	0.05	0	0.05	0.04	0.03	0.03	0	0	0
G10090_31855	71653	Shtn1	0.13	0.06	0.11	0.08	0.02	0	0.15	0.28	0.14
G10090_14091	14715	Gnrhr	0	0	0	0	0	0.05	0.03	0	0.08
G10090_4842	80883	Ntng1	0.01	0.02	0.03	0.06	0.14	0.09	0.01	0.03	0.03
G10090_33853	214952	Rhot2	7.55	7.15	7.34	12.56	11.79	10.41	7.01	7.33	6.42
G10090_11922	320487	Heatr5a	35.07	34.77	37.03	15.68	14.79	14.14	16.1	16.72	16.14
G10090_19863	67374	Jam2	7.45	9.27	8.78	1.77	1.89	1.59	10.02	10.6	9.72
G10090_10316	66659	Acp6	6.72	6.86	7.05	4.33	3.99	4.1	5.59	5.8	6.21
G10090_4145	53604	Zpbp	0.59	0.55	0.93	0.52	0.63	0.65	0.47	0.69	0.79
G10090_1157	71682	Wdr27	0.06	0.15	0.04	0.05	0	0.12	0.04	0.02	0.05
G10090_8483	66396	Ccdc82	13.47	14.24	14.28	16.11	14.85	14.71	12.64	13.6	13.07
G10090_25192	74122	Tmem43	65.64	64	64.69	30.31	30.68	29.36	51.86	49.27	51.73
G10090_32045	28106	Mydgf	53.51	51.31	52.76	65.96	63.92	74.12	42.72	36.63	38.81
G10090_33704	234852	Chmp1a	32.38	33.04	31.33	40.58	42.71	44.77	40.15	35.48	36.41
G10090_14365	232791	Cnot3	31.39	28.4	30.34	32.89	32.46	29.66	19.96	21.59	23.4
G10090_12266	11364	Acadm	12.62	13.53	13.27	30.26	31.79	29.44	25.83	31.35	28.28
G10090_4035	27373	Csnk1e	34.96	35.15	36.72	22.2	22.28	22.8	26.91	28.17	27.75
G10090_1634	100862473	LOC100862473	0.1	0.04	0.07	0.3	0.16	0.05	0.25	0.24	0.22
G10090_6676	20430	Cyfip1	45.89	50.44	46.32	46.2	49.19	45.78	39.17	38.46	38.05
G10090_26046	245038	Dclk3	0	0.03	0.02	0.02	0	0	0.07	0.08	0.07
G10090_13892	320119	Rps6kc1	7.21	7.05	7.57	5.36	5.19	5.3	7.19	7.18	6.83
G10090_7211	66448	Mrpl20	76.78	66.17	72.82	61.1	59.52	61	40.85	36.02	42.65
G10090_26946	93712	Pcdhga4	3.1	3.43	3.28	5.2	5.49	6.26	6.74	7.69	7.82
G10090_26619	192678	Rassf3	9.01	9.52	9.81	3.98	3.6	3.93	5.27	5.31	5.13
G10090_24219	21950	Tnfsf9	4.16	3.83	3.96	3.16	2.23	1.86	2.72	2.26	2.58
G10090_750	56773	Chst5	0.06	0.06	0.03	0.06	0	0.03	0.03	0.09	0
G10090_20149	67005	Polr3k	8.64	9.25	8.87	11.32	10.06	12.26	7.13	6.84	7.22
G10090_31006	20681	Sox8	0.66	0.55	0.65	0.04	0.1	0.14	0.46	0.41	0.17
G10090_7168	52552	Parp8	7.54	8.03	7.96	8.59	8.45	8.49	9.63	9.79	8.45
G10090_7807	66498	Dda1	60.75	54.34	56.26	44.06	44.85	43.67	40.96	36.55	38.63
G10090_18210	67229	Prpf18	7.78	7.42	9.22	11.16	9.79	10.11	8.1	8.39	8.03
G10090_7050	58805	Mlxipl	0.08	0	0.02	0.16	0.16	0.16	1.69	3.47	2.72
G10090_29082	224055	Rtp2	0	0	0.02	0	0	0	0	0	0.03
G10090_2864	433940	Fam222a	0.15	0.09	0.15	1.02	0.84	0.79	0.15	0.26	0.02
G10090_26778	27357	Gyg	22.75	21.75	21.76	19.03	18.11	18.12	56.49	64.88	55.02
G10090_6018	18792	Plau	39.72	40.09	42.81	14.81	13.72	13.98	31.96	31.82	26.98
G10090_33437	14791	Emg1	32	30.71	31.55	34.33	32.09	32.83	22.28	20.43	19.64
G10090_3298	70564	Fam213a	2.47	3.45	3.38	7.55	6.57	7.49	10.57	12.79	12.96
G10090_11339	21682	Tec	0.83	1.37	0.8	0.85	0.42	0.71	0.92	0.49	0.6
G10090_30783	320709	Tmem117	0.11	0.09	0.13	0	0.02	0.04	0.02	0.04	0.05
G10090_9339	71007	D7Ertd443e	0.24	0.2	0.52	0.32	0.47	0.47	0.56	0.36	0.55
G10090_5185	52685	Cd300lg	0	0	0	0.05	0.07	0.03	0	0	0
G10090_4968	70120	Yars2	11.92	10.32	11.97	8.01	9.08	8.29	3.85	5.55	4.79
G10090_9539	276829	Smtnl2	0.09	0.02	0.02	0.32	0.15	0.14	0.07	0.16	0
G10090_9478	14940	Gzmc	0.35	0.59	0.5	0.22	0	0.14	0.62	0.56	0.78
G10090_26804	170638	Hpcal4	0	0	0	0.01	0	0	0	0	0
G10090_4912	12453	Ccni	54.86	54.12	55.07	65.02	66.43	66.51	62.87	63.64	59.54
G10090_22457	108167339	LOC108167339	0.39	0.39	0.32	0.25	0.16	0.26	0.21	0.1	0.09
G10090_31353	66477	Usmg5	122.9	109.8	116.51	135.9	110.92	100.38	116	88.37	87.71
G10090_5071	24087	Tll2	0	0	0	0.12	0.08	0.12	0.06	0.02	0.06
G10090_14470	78330	Ndufv3	52.67	51.58	48.38	91.38	92.18	104	89.2	76.76	81.87
G10090_24424	243168	Hsd17b13	0	0	0	0	0	0	0.05	0	0.05
G10090_28109	75577	Dynap	0	0	0.1	0	0	0	0	0	0
G10090_25941	382073	Ccdc84	2.98	2.16	3.12	4.72	3.77	3.54	3.3	3.31	4.49
G10090_8954	75416	Nop14	21.29	24.17	22.67	23.95	23.93	23.39	12.71	12.98	12.91
G10090_30290	332427	Lyg2	0	0	0	0	0	0	0	0.02	0
G10090_22257	67936	Wdr55	12.73	10.62	11.24	12.5	14.03	13.44	7.55	5.95	5.68
