reaction_id,Pathway,lmp_id,gene_name,species_long,gene_symbol,R_lipid,P_lipid
R-HSA-8943279,GGT dimers hydrolyse GSH,LMP002268,gamma-glutamyltransferase 5,Homo sapiens,GGT5,Reduced glutathione,L-Glutamate
R-HSA-70859,isobutyryl-CoA + FAD => methacrylyl-CoA + FADH2,LMP001128,"acyl-CoA dehydrogenase family, member 8",Homo sapiens,ACAD8,2-methylpropanoyl-CoA,2-methylprop-2-enoyl-CoA
R-HSA-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP001251,glycerol kinase,Homo sapiens,GK,Glycerol,Glycerol-3-phosphate
R-HSA-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP001251,glycerol kinase,Homo sapiens,GK,acyl-CoA,CoA
R-HSA-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP006643,glycerol kinase 2,Homo sapiens,GK2,Glycerol,Glycerol-3-phosphate
R-HSA-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP006643,glycerol kinase 2,Homo sapiens,GK2,acyl-CoA,CoA
R-HSA-1675949,"PI(3,4,5)P3 is dephosphorylated to PI(3,4)P2 by INPP5[2] at the plasma membrane",LMP006715,inositol polyphosphate-5-phosphatase J,Homo sapiens,INPP5J,"PI(3,4,5)P3","PI(3,4)P2"
R-HSA-1676177,"PI(4,5)P2 is dephosphorylated to PI4P by SYNJ/INPP5[1] at the plasma membrane",LMP006715,inositol polyphosphate-5-phosphatase J,Homo sapiens,INPP5J,"PI(4,5)P2",PI4P
R-HSA-1855174,"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",LMP006715,inositol polyphosphate-5-phosphatase J,Homo sapiens,INPP5J,"I(1,4,5)P3","I(1,4)P2"
R-HSA-1855218,"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",LMP006715,inositol polyphosphate-5-phosphatase J,Homo sapiens,INPP5J,"I(1,3,4,5)P4","I(1,3,4)P3"
R-HSA-6803753,NAAA hydrolyses NAEs to FAs and ethanolamine,LMP003387,N-acylethanolamine acid amidase,Homo sapiens,NAAA,N-acylethanolamines(NAE),ethanolamine(ETA)
R-HSA-6803753,NAAA hydrolyses NAEs to FAs and ethanolamine,LMP003387,N-acylethanolamine acid amidase,Homo sapiens,NAAA,N-acylethanolamines(NAE),FA
R-HSA-1605736,Alpha-galactosidase A removes a terminal galactose from alpha-D-galactoside oligomers,LMP000589,"galactosidase, alpha",Homo sapiens,GLA,Globotriaosylceramide,alpha-D-galactose
R-HSA-1605736,Alpha-galactosidase A removes a terminal galactose from alpha-D-galactoside oligomers,LMP000589,"galactosidase, alpha",Homo sapiens,GLA,Globotriaosylceramide,Lactosylceramide
R-HSA-1605624,Beta-galactosidase hydrolyses GM1 to GM2,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,GM1 ganglioside,alpha-D-galactose
R-HSA-1605624,Beta-galactosidase hydrolyses GM1 to GM2,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,GM1 ganglioside,GM2 ganglioside
R-HSA-1605724,Neu5Ac is cleaved from GM3 by NEU1 and 4 to form a globoside (lysosomal lumen),LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,GM3 ganglioside,Lactosylceramide
R-HSA-1605724,Neu5Ac is cleaved from GM3 by NEU1 and 4 to form a globoside (lysosomal lumen),LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,GM4 ganglioside,sialic acids (N-acetylneuramic acid)
R-HSA-1606312,Beta-galactosidase can also hydrolyse globosides to form cerebrosides,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,Lactosylceramide,alpha-D-galactose
R-HSA-1606312,Beta-galactosidase can also hydrolyse globosides to form cerebrosides,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,Lactosylceramide,Glucocerebroside
R-HSA-1630306,GLB1 hydrolyses a glycosaminoglycan,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,beta-D-Galp-(1->4)-beta-D-GlcpNAc6S-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc6S-(1->3)-D-Galp,alpha-D-galactose
R-HSA-1630306,GLB1 hydrolyses a glycosaminoglycan,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,beta-D-Galp-(1->4)-beta-D-GlcpNAc6S-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc6S-(1->3)-D-Galp,beta-D-GlcpNAc6S-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc6S-(1->3)-D-Galp
R-HSA-4084999,NEU1 hydrolyses Neu5Ac from glycoconjugates,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,glycoconjugates,"Gal-R,GalNAc-R,Neu5Ac-R"
R-HSA-4084999,NEU1 hydrolyses Neu5Ac from glycoconjugates,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,glycoconjugates,SA
R-HSA-9638120,NEU4 hydrolyses Neu5Ac from glycoconjugates,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,glycoconjugates,"Gal-R,GalNAc-R,Neu5Ac-R"
R-HSA-9638120,NEU4 hydrolyses Neu5Ac from glycoconjugates,LMP006644,"galactosidase, beta 1",Homo sapiens,GLB1,glycoconjugates,sialic acids (N-acetylneuramic acid)
R-HSA-75889,DHAP is converted to G3P by GPD1/GPD1L,LMP001364,glycerol-3-phosphate dehydrogenase 1 (soluble),Homo sapiens,GPD1,glycerone phosphate,Glycerol-3-phosphate
R-HSA-188467,Gly-3-P+FAD->DHAP+FADH2 (catalyzed by mitochondrial Gly-Phos dehydrogenase),LMP000605,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),Homo sapiens,GPD2,Glycerol-3-phosphate,glycerone phosphate
R-HSA-1482604,PA is hydrolyzed to 1-acyl LPA by PLA2[1] (OM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PA,1-acyl LPA
R-HSA-1482604,PA is hydrolyzed to 1-acyl LPA by PLA2[1] (OM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PA,LCFA
R-HSA-1482612,2-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,2-acyl LPC,glycerophosphocholine (GPCho)
R-HSA-1482612,2-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,2-acyl LPC,LCFA
R-HSA-1482656,PA is hydrolysed to 1-acyl LPA by PLA2[1],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PA,1-acyl LPA
R-HSA-1482656,PA is hydrolysed to 1-acyl LPA by PLA2[1],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PA,LCFA
R-HSA-1482685,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,1-acyl LPC,glycerophosphocholine (GPCho)
R-HSA-1482685,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,1-acyl LPC,LCFA
R-HSA-1482745,PG is hydrolyzed to 1-acyl LPG by PLA2G4B (IM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,1-acyl LPG
R-HSA-1482745,PG is hydrolyzed to 1-acyl LPG by PLA2G4B (IM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,LCFA
R-HSA-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PS,1-acyl LPS
R-HSA-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PS,LCFA
R-HSA-1482825,PI is hydrolyzed to 1-acyl LPI by PLA2[11],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PI,1-acyl LPI
R-HSA-1482825,PI is hydrolyzed to 1-acyl LPI by PLA2[11],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PI,LCFA
R-HSA-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PE,2-acyl LPE
R-HSA-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PE,LCFA
R-HSA-1482847,PG is hydrolysed to 2-acyl LPG by PLA2G4B (IM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,2-acyl LPG
R-HSA-1482847,PG is hydrolysed to 2-acyl LPG by PLA2G4B (IM),LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,LCFA
R-HSA-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PC,1-acyl LPC
R-HSA-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PC,LCFA
R-HSA-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PC,2-acyl LPC
R-HSA-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PC,LCFA
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PE,1-acyl LPE
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PE,LCFA
R-HSA-1482897,PS is hydrolyzed to 2-acyl LPS by PLA2[10],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PS,2-acyl LPS
R-HSA-1482897,PS is hydrolyzed to 2-acyl LPS by PLA2[10],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PS,LCFA
R-HSA-1482900,PG is hydrolyzed to 1-acyl LPG by PLA2[1],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,1-acyl LPG
R-HSA-1482900,PG is hydrolyzed to 1-acyl LPG by PLA2[1],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,LCFA
R-HSA-1482920,PG is hydrolyzed to 2-acyl LPG by PLA2[14],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,2-acyl LPG
R-HSA-1482920,PG is hydrolyzed to 2-acyl LPG by PLA2[14],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PG,LCFA
R-HSA-1482932,PI is hydrolyzed to 2-acyl LPI by PLA2[13],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PI,2-acyl LPI
R-HSA-1482932,PI is hydrolyzed to 2-acyl LPI by PLA2[13],LMP000830,"phospholipase A2, group IVD (cytosolic)",Homo sapiens,PLA2G4D,PI,LCFA
R-HSA-162683,glucosaminyl-PI + fatty acyl-CoA -> glucosaminyl-acyl-PI + CoA-SH,LMP002101,"phosphatidylinositol glycan anchor biosynthesis, class W",Homo sapiens,PIGW,glucosaminyl-PI,glucosaminyl-acyl-PI
R-HSA-162683,glucosaminyl-PI + fatty acyl-CoA -> glucosaminyl-acyl-PI + CoA-SH,LMP002101,"phosphatidylinositol glycan anchor biosynthesis, class W",Homo sapiens,PIGW,FA-CoA,glucosaminyl-acyl-PI
R-HSA-6814766,GDPD1 hydrolyzes LysoPtdCho,LMP004861,glycerophosphodiester phosphodiesterase domain containing 1,Homo sapiens,GDPD1,1-O-acyl-sn-glycero-3-phosphocholine,GPCho(glycerophosphorylcholine)
R-HSA-6814766,GDPD1 hydrolyzes LysoPtdCho,LMP004861,glycerophosphodiester phosphodiesterase domain containing 1,Homo sapiens,GDPD1,1-O-acyl-sn-glycero-3-phosphocholine,LCFA
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,15(S)-HPETE,15(S)-HETE
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,Reduced glutathione,oxidized glutathione
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,"(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid",5(S)-HETE
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,Reduced glutathione,oxidized glutathione
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,12(R)-HPETE,12(R)-HETE
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,Reduced glutathione,oxidized glutathione
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,12(S)-HPETE,12(S)-HETE
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP006150,glutathione peroxidase 1,Homo sapiens,GPX1,Reduced glutathione,oxidized glutathione
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,15(S)-HPETE,15(S)-HETE
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,Reduced glutathione,oxidized glutathione
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,"(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid",5(S)-HETE
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,Reduced glutathione,oxidized glutathione
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,12(R)-HPETE,12(R)-HETE
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,Reduced glutathione,oxidized glutathione
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,12(S)-HPETE,12(S)-HETE
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP004011,glutathione peroxidase 2 (gastrointestinal),Homo sapiens,GPX2,Reduced glutathione,oxidized glutathione
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,15(S)-HPETE,15(S)-HETE
R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,"(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid",5(S)-HETE
R-HSA-2161946,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,12(R)-HPETE,12(R)-HETE
R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,12(S)-HPETE,12(S)-HETE
R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-9018868,GPX4-2 reduces 18(S)-HpEPE to 18(S)-HEPE,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,(18S)-hydroperoxyicosapentaenoic acid,18(S)-hydroxyeicosapentaenoic acid
R-HSA-9018868,GPX4-2 reduces 18(S)-HpEPE to 18(S)-HEPE,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-9018895,GPX4-2 reduces 18(R)-HpEPE to 18(R)-HEPE,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,"(5Z,8Z,11Z,14Z,16E,18R)-18-hydroperoxyicosapentaenoic acid",18(R)-hydroxyeicosapentaenoic acid
R-HSA-9018895,GPX4-2 reduces 18(R)-HpEPE to 18(R)-HEPE,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-9020271,GPX4-2 reduces 17(R)-Hp-DHA to 17(R)-HDHA,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,"(4Z,7Z,10Z,13Z,15E,17R,19Z)-17-hydroperoxydocosahexaenoic acid",17(R)-hydroxydocosahexaenoic acid
R-HSA-9020271,GPX4-2 reduces 17(R)-Hp-DHA to 17(R)-HDHA,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-9020273,GPX4-2 reduces 17(S)-Hp-DHA to 17(S)-HDHA,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,(17S)-HPDoHE,17(S)-hydroxydocosahexaenoic acid
R-HSA-9020273,GPX4-2 reduces 17(S)-Hp-DHA to 17(S)-HDHA,LMP001878,glutathione peroxidase 4,Homo sapiens,GPX4,Reduced glutathione,oxidized glutathione
R-HSA-3341296,"GPX7,8 catalyze peroxidation of P4HB (PDI)",LMP004586,glutathione peroxidase 7,Homo sapiens,GPX7,PDI,P4HB oxidized
R-HSA-446214,Synthesis of dolichyl-phosphate-glucose,LMP012355,"ALG5, dolichyl-phosphate beta-glucosyltransferase",Homo sapiens,ALG5,Dolichol phosphate,dolichyl beta-D-glucosyl phosphate
R-HSA-446214,Synthesis of dolichyl-phosphate-glucose,LMP012355,"ALG5, dolichyl-phosphate beta-glucosyltransferase",Homo sapiens,ALG5,UDP-glucose,uridine 5'-diphosphate
R-HSA-6806674,UBIA1D prenylates menadione to form MK4 (vitamin K hydroquinone),LMP005363,UbiA prenyltransferase domain containing 1,Homo sapiens,UBIAD1,geranylgeranyl diphosphare,vitamin K hydroquinone
R-HSA-6806674,UBIA1D prenylates menadione to form MK4 (vitamin K hydroquinone),LMP005363,UbiA prenyltransferase domain containing 1,Homo sapiens,UBIAD1,vitamin K3,vitamin K hydroquinone
R-HSA-428185,sphinganine + stearyl-CoA => dihydroceramide + CoASH,LMP003177,ceramide synthase 2,Homo sapiens,CERS2,dihydrosphingosine,dihydroceramide
R-HSA-428185,sphinganine + stearyl-CoA => dihydroceramide + CoASH,LMP003177,ceramide synthase 2,Homo sapiens,CERS2,stearyl-CoA,dihydroceramide
R-HSA-977333,PXLP-K200-PSAT1 dimer transfers amino group from L-Glu to 3POPA,LMP005134,phosphoserine aminotransferase 1,Homo sapiens,PSAT1,3-phosphonooxypyruvic acid,O-phospho-L-serine
R-HSA-977333,PXLP-K200-PSAT1 dimer transfers amino group from L-Glu to 3POPA,LMP005134,phosphoserine aminotransferase 1,Homo sapiens,PSAT1,L-Glutamate,2-oxoglutarate
R-HSA-2066788,Formation of DHA-CoA catalysed by 3-ketoacyl-CoA thiolase,LMP000585,acetyl-CoA acyltransferase 1,Homo sapiens,ACAA1,"1-(3-oxo-6Z,9Z,12Z,15Z,18Z,21Z-tetracosahexaenoyl)-CoA",Acetyl coenzyme A
R-HSA-2066788,Formation of DHA-CoA catalysed by 3-ketoacyl-CoA thiolase,LMP000585,acetyl-CoA acyltransferase 1,Homo sapiens,ACAA1,"1-(3-oxo-6Z,9Z,12Z,15Z,18Z,21Z-tetracosahexaenoyl)-CoA","4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl-CoA"
R-HSA-390250,3-ketohexacosanoyl-CoA + CoASH => tetracosanoyl-CoA + acetyl-CoA,LMP000585,acetyl-CoA acyltransferase 1,Homo sapiens,ACAA1,3-ketohexacosanoyl-CoA,tetracosanoyl-CoA
R-HSA-390250,3-ketohexacosanoyl-CoA + CoASH => tetracosanoyl-CoA + acetyl-CoA,LMP000585,acetyl-CoA acyltransferase 1,Homo sapiens,ACAA1,CoA,acetyl-CoA
R-HSA-508369,alpha-methylacetoacetyl-CoA + NADH + H+ <=> alpha-methyl-beta-hydroxybutyryl-CoA + NAD+,LMP000324,hydroxysteroid (17-beta) dehydrogenase 10,Homo sapiens,HSD17B10,alpha-methylacetoacetyl-CoA,alpha-methyl-beta-hydroxybutyryl-CoA
R-HSA-70837,alpha-methyl-beta-hydroxybutyryl-CoA + NAD+ <=> alpha-methylacetoacetyl-CoA + NADH + H+,LMP000324,hydroxysteroid (17-beta) dehydrogenase 10,Homo sapiens,HSD17B10,alpha-methyl-beta-hydroxybutyryl-CoA,alpha-methylacetoacetyl-CoA
R-HSA-109339,"Linoleoyl-CoA is converted to cis,cis-3,6- dodecadienoyl-CoA by three cycles of beta-oxidation",LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,linoleoyl-CoA,Acetyl coenzyme A
R-HSA-109339,"Linoleoyl-CoA is converted to cis,cis-3,6- dodecadienoyl-CoA by three cycles of beta-oxidation",LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,linoleoyl-CoA,"(3Z,6Z)-dodecadienoyl-CoA"
R-HSA-109342,"Trans,cis-lauro-2,6-dienoyl-CoA is converted to cis,cis-3,6- 4-cis-decenoyl-CoA by one cycle of beta-oxidation",LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,"(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA",cis-dec-4-enoyl-CoA
R-HSA-109342,"Trans,cis-lauro-2,6-dienoyl-CoA is converted to cis,cis-3,6- 4-cis-decenoyl-CoA by one cycle of beta-oxidation",LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,"(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA",Acetyl coenzyme A
R-HSA-1482775,MLCL is acylated to CL by HADH (IM),LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,MLCL(2-monolysocardiolipin),cardiolipin
R-HSA-1482775,MLCL is acylated to CL by HADH (IM),LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,acyl-CoA,CoA
R-HSA-77271,3-Oxotetradecanoyl-CoA+CoA-SH<=>Lauroyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxotetradecanoyl-CoA,Acetyl coenzyme A
R-HSA-77271,3-Oxotetradecanoyl-CoA+CoA-SH<=>Lauroyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxotetradecanoyl-CoA,lauroyl-CoA
R-HSA-77277,trans-Tetradec-2-enoyl-CoA+H2O<=>(S)-3-Hydroxytetradecanoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,trans-Tetradec-2-enoyl-CoA,(S)-3-Hydroxytetradecanoyl-CoA
R-HSA-77283,(S)-3-Hydroxytetradecanoyl-CoA+NAD<=>3-Oxotetradecanoyl-CoA+NADH+H,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,(S)-3-Hydroxytetradecanoyl-CoA,3-Oxotetradecanoyl-CoA
R-HSA-77301,trans-Hexadec-2-enoyl-CoA+H2O<=>(S)-3-Hydroxyhexadecanoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,trans-Hexadec-2-enoyl-CoA,(S)-3-Hydroxyhexadecanoyl-CoA
R-HSA-77303,(S)-3-Hydroxyhexadecanoyl-CoA+NAD<=>3-Oxopalmitoyl-CoA+NADH+H,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,(S)-3-Hydroxyhexadecanoyl-CoA,3-Oxopalmitoyl-CoA
R-HSA-77304,3-Oxopalmitoyl-CoA+CoA-SH<=>myristoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxopalmitoyl-CoA,myristoyl-CoA
R-HSA-77309,3-Oxododecanoyl-CoA+CoA-SH<=>Decanoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxododecanoyl-CoA,Decanoyl-CoA
R-HSA-77321,3-Oxohexanoyl-CoA+CoA-SH<=>Butanoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxohexanoyl-CoA,Butanoyl-CoA
R-HSA-77329,3-Oxooctanoyl-CoA+CoA-SH<=>Hexanoyl-CoA,LMP001501,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",Homo sapiens,HADHA,3-Oxooctanoyl-CoA,Hexanoyl-CoA
