"","1i_01","1i_02","1i_03","1i_2i_01","1i_2i_02","1i_2i_03","2i_01","2i_02","2i_03","OA_01","OA_02","OA_03"
"PC 50:6",74507560,82897992,97618384,61483860,75166840,50494020,37023632,43500504,37288636,22688434,24121492,30043264
"TG 62:12|TG 18:1_22:5_22:6",876532800,1011232320,1181748480,330264800,350639584,297188032,656352384,823853184,711089920,658626560,742072576,671079232
"TG 8:0_16:2_38:10",6587040,2609203,5326602,692555,138511,138511,17712062,24002176,21086772,15894807,18916426,13000213
"SM 54:5;2O",6626632,4914279,5359812,8809498,8215263,27712284,6472288,9192038,6972543,7933588,6433684,297613
"PE 16:4_40:11",3545140,4060552,1181847,4417857,296941,872793,59388.2,59388.2,59388.2,59388.2,59388.2,59388.2
"DG 22:6_42:12",1888701696,1677814272,1394252416,1938523008,2865366784,1710570240,4727871488,3494353920,5555923456,6925501952,6043212288,4809676800
"TG 62:11|TG 18:1_22:5_22:5",385074112,534629504,558626560,236102416,199258304,158920176,305879872,327774976,313960800,291861984,383817056,332713920
"TG 62:11|TG 18:1_22:4_22:6",792130752,841905664,972384832,371764704,320012000,333033568,332221216,478244704,406795776,374974784,322207296,363967936
"TG 8:0_16:1_38:10",306178,61235.6,61235.6,1643357,61235.6,556738,314969,1947487,1473306,61235.6,2262827,61235.6
"TG 62:10|TG 18:1_22:4_22:5",645739904,741448704,958630272,467316544,435197920,342791264,318071584,461613984,389348192,330639936,386782368,322381664
"TG 62:9|TG 18:1_22:4_22:4",283011296,352150208,400781920,288968192,242213152,195316112,130815288,164564224,133275856,125403200,161330400,145334080
"PS 50:3",88853448,82858288,82688072,85170016,97481648,54700272,179001840,133900560,201699280,217426208,195489840,154137664
"DG 20:3_44:12",919572,63476.4,317382,4027118,7701137,10696110,1997526,6983798,6569422,13409436,13221513,14302506
"TG 62:8|TG 18:1_22:3_22:4",61024372,64050452,65175988,53955960,45332516,32779412,18105580,41636932,38768756,26299224,31776932,33425188
"TG 62:8|TG 18:1_22:1_22:6",79045256,90544056,115501008,44373824,28885242,19438698,48980772,98650560,75124360,42422172,49162592,49168532
"TG 20:3_20:4_22:3",372584.6,6598446,3826393,11957434,14199163,12399871,2148527,9909413,9903822,26229110,10366339,1862923
"TG 62:7|TG 18:1_20:1_24:5",165679856,187082240,270810784,89116008,60127820,45669284,73034744,144328256,132050936,81172208,83234584,83303072
"PC 52:14",4126734,7026268,2126582,8201575,2234324,2623639,23675.8,118379,23675.8,385406,23675.8,23675.8
"PS 50:1",3502388,4646326,1728965,14288864,40765444,35659180,15853104,37005300,26789090,60993916,54504496,14231851
"TG 62:6|TG 18:1_20:1_24:4",116416864,147807440,172844832,57790716,34033112,23918136,31111558,95409680,74118456,32422396,34272680,41573328
"PC 52:13",10333623,12836394,14256002,11659152,16582143,12293657,11683002,11111105,8534658,10799143,12665396,11264634
"PI 46:7",5883004,6274829,6638460,7220342,6907262,1991217,911.4,911.4,4557,911.4,911.4,911.4
"TG 62:5|TG 18:1_22:1_22:3",16502954,16369768,20628428,9169841,9614369,2034348,4355892,14010868,11170308,2302147,2942930,3109545
"SM 56:9;3O",21634426,9414844,5210646,16530588,10045552,13805237,11533.8,57669,341430,11533.8,547890,11533.8
"TG 8:0_16:0_38:7",2918531,3169602,1453206,10165237,11465773,6346098,2313872,7878943,10937746,7716088,8513033,290641.2
"TG 62:4|TG 22:1_22:1_18:2",1573060,1851171,2093351,9100635,10243301,1066002,547284,1776932,1387083,127999,141215,52661
"SM 56:8;3O",3226693,684577,1934282,2643473,11977280,3502432,8132112,9752844,8383704,9812527,1730395,4604533
"PC 52:11",4412728,9693502,7920392,25338120,26114498,26901634,10664663,16138001,23331224,38815064,27151042,3228591
"PG 26:1_26:2",5705586,4906256,3858796,5121022,12626371,15160906,5938627,11259210,11129131,12099218,24891268,11661327
"TG 62:3|TG 18:1_20:1_24:1",8968875,8740016,11615665,6451123,7364866,2135964,1510400,13928490,6680844,230609,299827,2130842
"PC 52:10",687865,1100058,248411,2982661,2981105,8132904,11192683,7141062,3033997,18466006,17007812,7730542
"TG 16:3_16:4_32:9",48145272,7384178,17540576,6308864,13211456,1187770,173168640,66719544,54889408,43615004,55196584,303466944
"PC 52:9",1387865,158882,555917,1113577,7464046,33940588,13003263,4946696,6935238,11506227,11984879,14370406
"TG 8:0_18:5_38:10",14241732,17876938,19818302,3168060,8592833,6935342,17036142,20322098,15414055,14636591,19268486,15337794
"PI 46:5",6822885,11101758,8915969,8547600,8569312,8670755,64591.6,322958,64591.6,64591.6,64591.6,64591.6
"PC 26:4_28:7",721233,1451119,231779,4919739,12497542,10849734,3676901,5676588,7863794,26368760,8976174,4587706
"TG 64:14|TG 20:3_22:5_22:6",14828921,25431966,20104746,4595066,5660107,3405908,7871270,10958023,8929159,11780429,9615457,14247159
"PE 56:14",27018530,26967030,28383660,22936064,31617810,24661266,18587056,19386798,15513454,18515328,21609988,18856546
"PC 20:3_34:7",36295180,37818200,34764700,32845362,67048448,74399560,32271048,39437268,81279872,98175704,86539088,41952140
"TG 64:13|TG 20:4_22:4_22:5",16333125,32803906,16388151,6493656,6944114,5496210,4765301,12669844,7532926,5886204,7259945,8491746
"TG 16:4_16:4_32:7",45538024,69459888,45999340,78224960,56278648,61436700,32564884,36418456,122846352,139762064,113396944,43340968
"PE 56:13",462520992,513222656,571602112,420501184,628852096,568422656,428324768,437770848,367325440,442067840,433999072,441632608
"PC 22:4_32:5",5870562,7235548,2081913,6317618,6015142,12686140,1397271,7120506,6041870,21048550,15677513,4209409
"PI 46:2",534401,4095498,3023410,11220620,39791776,20072254,2632926,15983894,26853216,67930648,34732484,5335982
"SM 18:1;2O/40:7",34462252,52204416,44931976,10816902,13105954,10538698,18331012,19214136,15359335,17632644,18528280,12744732
"TG 64:11|TG 18:1_22:5_24:5",36954032,35028152,55920412,35954580,29630868,22312430,22491998,38010808,24469252,23554870,20889938,28894502
"DG 22:5_44:12",3632555,4472572,4974818,6749598,9393510,19996802,7333741,14439533,16172598,9148154,12535275,5721970
"TG 64:10|TG 18:1_24:4_22:5",30794066,38328428,46968308,29968224,22754808,18065896,13347058,16991260,12630968,21594542,23864600,17338720
"TG 8:0_18:0_38:9",4743060,8269786,2752592,12244305,8714779,6839142,166231.4,166231.4,1765693,831157,166231.4,166231.4
"SM 58:13;3O",1639519,1031372,918120,3458841,18309418,16266247,2175661,28260676,10757462,13315613,25793374,14886922
"TG 8:0_18:0_38:8",8618955,9686223,10543198,3894877,2650388,2421800,2978636,7202970,5819628,2973508,3270793,2518773
"PC 52:1",9657139,8544682,4657526,10589199,24087038,27128488,17781980,15360059,16645707,33891520,30186872,25737038
"PC 54:13",49502988,54639508,60476788,43613724,41460896,40795356,31831554,48314644,31592616,24205928,24673312,30192876
"PS 52:0",426455,1471191,202546,1826502,3142018,1181226,3314764,4770942,4062989,3502117,876600,40509.2
"SM 58:11;2O",12577419,112364.6,766130,112364.6,748390,561823,15981269,3556554,10462551,8557424,14129813,22494954
"SM 16:3;2O/44:11",20157626,7744668,10186593,9794350,42029252,15370749,77281928,76476440,64897932,77573888,95321312,119111144
"SM 58:6;3O",831218,107084.6,107084.6,8167022,11119893,3845756,3734007,9670403,3191033,11036865,11416380,535423
"PE 58:16",316350592,330594944,386603104,237759712,280946592,252108592,245534880,272630112,251545664,227161024,258462240,254778624
"SM 58:8;2O",882179,726527,14668.6,2969713,2414120,12456430,73343,14668.6,1686131,1857708,14668.6,14668.6
"PE 58:15",1776372,2416024,2961948,2422279,2282273,1721574,937985,1982302,733652,939614,1133504,1235041
"PC 54:8",43252196,16599991,18327668,24217050,81288656,76546304,160620448,46917744,63186264,143749584,109237432,171003904
"TG 8:0_20:4_38:10",771794,510033,648687,6050044,6689826,18389056,320093,2977183,3832310,8411515,5597582,1684158
"PE 58:14",102433704,104096000,121758840,121559040,161163392,157229824,92850000,91745112,76118640,99967032,108089648,104054712
"TG 8:0_20:5_38:10",1111355,1547690,907589,3042804,1392115,8947884,2277501,456738,1958413,2679436,691001,91347.6
"PC 28:4_28:5",9314976,9469346,11572931,21487232,39389804,16011428,16369384,50706060,20698036,31562460,20039222,15753677
"SM 60:14;3O",17474618,17279106,15734245,39251804,82654048,81533288,28798362,70345672,58676504,105484792,51980816,23856764
"DG 24:3_44:12",7847,179130,1569.4,1238266,1569.4,1569.4,1569.4,217967,200934,1569.4,1569.4,1569.4
"SM 60:9;3O",4327517,6849904,7801873,8417980,4582858,4069071,813814.2,813814.2,813814.2,813814.2,813814.2,813814.2
"TG 18:5_18:5_32:9",52940.2,264701,52940.2,1757530,316792,8374096,324711,588832,1630772,3413962,1588144,1155698
"PI 50:4",2505672,2504729,3068740,7496620,3470798,8564830,3149126,9514,4655013,1332369,2496282,2175540
"PE 58:3",65941248,94706984,62004764,622730816,740730880,475490272,241406784,740452160,477154656,821930624,919915328,177977728
"TG 16:4_16:4_36:10",44424944,23625312,28091696,45617408,142580832,249545552,126771480,101057824,72112448,166707472,141659008,115212336
"TG 16:3_16:4_36:10",8716399,1162802,2485720,3444067,11727810,13045546,30968706,9203938,17681880,30405638,21264454,36195176
"SM 60:8;2O",3173259,1082873,2546921,4540132,6973438,21285228,1821603,1035081,2925471,4936687,4055264,495175
"SM 60:7;2O",1085866,195694,39138.8,2329607,5955468,9050498,1781945,1988485,1799078,4729824,4829766,1532138
"SM 60:4;3O",1252957,998486,2440220,7350839,6261428,4394500,5425198,3615019,4010975,6299392,5042984,5175548
"PE 60:14",50882300,63165252,59991604,58287984,62153096,70020112,54352956,55168220,51120736,60188524,58020892,53254508
"PI 50:1",2169211,5039590,6151296,7674310,14085763,9847467,3144176,10153887,14853083,17940798,16348668,6275622
"PI 50:0",66750,66750,66750,1152630,333750,66750,66750,66750,66750,733589,66750,66750
"SM 62:10;2O",827229,2382180,3347567,3433916,645278,457723,91544.6,586327,91544.6,91544.6,91544.6,91544.6
"PI 52:4",14184763,17093154,14958955,34467996,63616116,116900200,8248384,31852860,13850511,70894088,52343748,26323346
"PE 62:16",28138006,29977690,29428724,20629866,18654940,11420067,11018577,13121473,16834448,8538653,8516506,8598611
"PE 62:15",14032523,12759070,16459966,13310608,19980512,16689236,19294496,18784430,16381918,18511220,23069470,17295780
"PI 52:2",7675.6,7675.6,7675.6,1782233,418946,1880299,38378,1229980,7675.6,680423,528357,355297
"PC 60:16",1755651,6899171,5979894,4080498,5528720,1808266,218498,3549336,425050,144271,96253,2158160
"PC 60:15",4633996,3761595,4168260,5664250,4237114,4659303,4333970,5827596,5823452,3115737,4752795,4709988
"DG 26:0_44:0",177409.8,177409.8,177409.8,2444986,887049,177409.8,177409.8,177409.8,177409.8,177409.8,1687187,177409.8
"PC 60:14",49575084,52463448,60867316,51626216,63632952,43497148,47704072,52233660,52981072,44212496,61325012,57889600
"SM 64:12;2O",59206.4,59206.4,59206.4,1822120,4854437,6112786,822352,1848937,817178,315317,3487104,296032
"PC 60:10",1262255,2082651,1434170,4207438,5900154,11432043,1531366,919637,3826704,9657860,5114502,1832878
"TG 8:0_26:5_38:10",344625,8405.8,8405.8,1506944,42029,4127216,121748,1729464,1682396,376368,705952,493731
"PC 62:17",34040212,34332528,39379004,30794998,17956194,8326893,27515320,24006820,26034628,5400983,19827730,28216300
"PC 62:16",11324669,13429160,12298257,10173826,15338508,3014176,2893254,4135702,3840436,1271980,1483123,1819107
"SM 66:14;2O",10288070,4002689,5147379,5310505,4456534,7252100,108243,108243,108243,541215,108243,108243
"PC 62:13",3870551,4258932,4618460,3626385,4208004,1102474,1326494,1999449,1347419,45689,453487,1047399
"TG 16:3_22:6_36:10",612361,598790,1553806,1043678,97401.2,487006,97401.2,97401.2,97401.2,97401.2,97401.2,682371
"PE 66:16",46971240,50801396,39316396,35145708,59680548,12476371,11815828,12561590,18171178,10342638,7001712,14133921
"PE 66:15",3970394,3842413,3751759,2207722,4114876,2851087,5985726,5028896,5534958,4669370,9021636,5769766
"PE 24:4_44:12",861431,172286.2,172286.2,1028448,6203689,45661296,4009006,172286.2,172286.2,10427300,1775356,1692414
"PC 64:17",4562757,6026786,5707243,4186663,1896452,927658,1445568,3305385,4403832,1431735,2609456,2586308
"PE 68:17",3204090,3729065,4117336,2588924,2612744,1016381,249064,951525,2700919,321907,49812.8,957063
"SM 68:3;2O",7151506,3062657,1252697,10021178,29183218,28508098,20420400,19936450,16887872,37957648,33059444,33581072
"SM 68:1;2O",5416950,1386286,277257.2,7337320,25984078,24939792,14103265,17899606,14678997,27014426,21915008,20068534
"DG 38:9_42:12",992258,3323330,3594738,19861614,52315788,24638168,5380375,23750960,17153958,25982440,31481902,14620530
"SM 70:2;2O",3084317,2636311,1682062,11163243,27733208,25595130,23009414,19586764,16456552,31342418,20594400,23840978
"PC 24:0_44:1",13045341,10425700,12952672,22881462,10367626,15633035,19291560,23683344,39511060,39063040,39059796,8237989
"DG 40:10_42:11",12232789,17576734,11416604,35670648,69821576,31267898,6794776,47246876,37141428,32094086,42709296,21473190
"SM 74:14;2O",2941360,178246.2,2138018,4614452,891231,903600,178246.2,1408990,178246.2,178246.2,178246.2,178246.2
"SM 74:13;2O",5051318,411622,1978568,4870394,24592184,13556960,6311755,32087768,7765282,14389653,28172078,20386122
"PC 70:10",15657790,20172202,12202753,24389480,39600552,36794012,37508356,47871256,62859696,81277904,94827640,22521372
"SM 34:2;2O/44:12",1308493,1024319,3240748,2263893,1294636,204863.8,1553953,2079296,1429911,204863.8,1443227,1412850
"PC 72:10",5037852,6895746,3051552,3685983,15340450,14867982,14576553,23386344,25883716,29174976,27044918,8466046
"PE 80:17",241623,1705022,1431669,5868375,13228386,6420029,5453094,2587573,8861093,21400138,6278734,2428821
"PE 82:22",27172476,36375536,28816928,28671522,23600150,19175942,26036180,29943282,28225952,25174192,31712014,33131620
"FA 14:1",849588,1088758,1306117,1140234,2512624,1995778,1644587,1820835,2476461,1774016,648489,129697.8
"FA 14:0",392916,663033,197185,1038655,2545952,2627508,1836988,2181910,2199335,4836360,4551558,5061350
"FA 20:3",941923,1162492,1307595,882307,1190858,422200,1861150,1442442,953379,2216662,1553152,1305780
"FA 20:1",1372906,1943569,1314326,1426843,2902660,3795805,4016668,3151642,3864780,9786502,5429453,5880222
"FA 22:4",1080401,1438034,1684519,1620344,2236752,1221118,2086231,2042004,1147208,2486014,1644004,2027936
"FA 22:1",491140,586790,401955,501857,1143135,484803,600434,753767,508985,1061218,472446,386834
"FA 22:0",661073,376274,249793,525590,770772,616614,1243088,986587,937120,1066471,1075133,1140749
"LPA 12:0",19284,10219,2043.8,102214,303025,352701,480441,612193,325702,889792,1077767,700519
"FA 24:6",24446.2,24446.2,24446.2,24446.2,514876,721010,122231,413153,179630,2780112,1560830,2230641
"FA 24:5",129604,220842,259553,255650,51862,97501,10372.4,78856,66862,248708,252792,262424
"FA 24:2",15727.6,15727.6,15727.6,15727.6,244590,528061,78638,205152,138479,1289587,720029,499890
"LPA 14:1",60962,93997,45545,227421,1590473,4244238,1668950,1198776,4197092,5246926,6466782,6565249
"FA 26:7",668.4,668.4,668.4,668.4,668.4,7820,668.4,3342,5070,148197,621295,484126
"FA 26:6",275.2,275.2,275.2,275.2,248066,1376,275.2,499450,361399,2715659,280769,170284
"PG 2:0_6:0",16471,23387,26265,59034,337555,847098,464491,278591,468249,606118,1609104,1822726
"PA 2:0_12:0",5026.4,25132,5026.4,144695,695041,1119904,596155,458375,870683,2627010,1128424,1249600
"PS 2:0_6:0",1834506,1477296,1444948,1796825,2364200,2471878,2541154,2325204,2421318,2780542,2780669,2469007
"SM 8:0;2O/2:0",170317,604.6,24639,36818,268409,878756,3023,283312,656749,1691688,1970085,2108669
"FA 28:4",7749,1549.8,58839,94582,728280,126766,1507359,252764,736704,1288630,539246,3287766
"LPC 8:0",2384.8,2384.8,2384.8,16148,228099,750389,579131,982038,11924,2033523,2855835,2507357
"LPI 6:0",4028,83876,186087,134973,872074,1015877,184946,384422,564789,1219402,1312064,1004734
"LPA 18:1",6870.6,6870.6,6870.6,34353,457631,4668624,97684,165561,231220,1632082,673677,1141119
"PG 2:0_10:0",116016,23044,510033,401495,4133069,9672574,1030144,3527717,2127314,6003076,7124867,5306426
"FA 30:5",67100,2941.4,14707,701818,1603449,1342877,570837,1131703,1306773,3567866,1885791,1638031
"PA 2:0_16:4",28633.8,28633.8,28633.8,28633.8,893317,4316434,143169,935738,604721,1706419,2179501,395025
"PI 2:0_4:0",37871808,34946180,40409968,40211108,40223984,38263096,40472608,40224568,27775608,19594142,32620992,35363272
"PS 2:0_10:0",9581,1916.2,43110,312115,2500274,4753129,946273,2930478,1699236,3666915,4286738,3914456
"LPA 20:4",54240,6663,6663,77579,281931,3087296,33315,41241,110257,396165,123718,158322
"LPI 8:0",663842,126775,1610241,445692,1093757,2130672,1214218,1170129,1755533,1161412,1724305,1558222
"FA 32:5",198088,166422,50179,24946,593880,501897,110604,38700,135294,659864,1302803,746148
"LPE 18:5",139022,266477,212139,273861,29343,93306,85952,137525,147480,132299,132205,65107
"PI 2:0_6:0",25019,26244,53257,357576,2791280,4425106,1104120,2775096,1885277,3947482,4545408,3253826
"PA 2:0_18:2",136113,491812,275173,1207646,3517196,7003284,3066654,3959056,3646394,7140054,2779902,2396475
"LPA 22:5",320896,383914,390993,402040,5565,292583,444545,357623,402421,151937,276235,127767
"LPA 22:4",1509711,1901062,3346297,1076583,1651544,660363,1952755,1337451,1572045,1453374,1112570,1558540
"PA 2:0_20:4",1098242,346806,969652,425078,1103772,759557,1120481,308106,749627,568372,625709,962836
"LPG 18:3",8650.4,8650.4,8650.4,8650.4,61920,433656,8650.4,43252,70441,188214,611450,306653
"LPC 14:0",271156,316408,428222,144290,180756,374194,254970,359067,399993,86161,294377,63016
"PG 2:0_16:3",4885.8,4885.8,4885.8,4885.8,25002,896323,27395,4885.8,24429,58170,43301,4885.8
"LPA 24:1",2672095,2828203,2888034,2451464,3152778,2195288,3523495,2976158,2755297,2221543,2527256,2980801
"LPS 18:2",148605,180329,213688,54502,617963,180662,479235,514676,470546,391806,259408,326654
